"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS4355597,2023-08-09 00:10:00.000,202305,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4356486,2023-08-09 11:15:00.000,202305,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4355839,2023-08-09 11:25:00.000,202305,Chester Middle Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4356443,2023-08-09 14:40:00.000,202305,Hull LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4355598,2023-08-09 15:00:00.000,202305,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Severe 7,0.01
SMIS4356469,2023-08-10 07:15:00.000,202305,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4355712,2023-08-11 11:10:00.000,202305,Clacton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4355781,2023-08-11 21:23:00.000,202305,Kettering Depot Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4356497,2023-08-13 03:30:00.000,202305,St Albans Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4356654,2023-08-15 03:45:00.000,202305,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4359430,2023-08-15 12:34:00.000,202305,Lovers Walk TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4356658,2023-08-16 02:00:00.000,202305,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4356335,2023-08-16 16:07:00.000,202305,Crofton,Personal accident form,person interaction,Non-severe,0.001
SMIS4356666,2023-08-16 21:20:00.000,202305,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4356860,2023-08-18 11:00:00.000,202305,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4357127,2023-08-23 17:00:00.000,202306,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4357259,2023-08-25 11:20:00.000,202306,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4357047,2023-08-26 23:00:00.000,202306,Morpeth MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4357270,2023-08-27 11:45:00.000,202306,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4357038,2023-08-27 22:25:00.000,202306,Colchester Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4357532,2023-08-29 12:50:00.000,202306,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4357329,2023-08-30 10:00:00.000,202306,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4357814,2023-08-31 20:45:00.000,202306,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4361937,2023-09-05 01:14:00.000,202306,Horsham Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4358215,2023-09-06 09:15:00.000,202306,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4357844,2023-09-06 11:00:00.000,202306,Watford MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4358361,2023-09-08 02:00:00.000,202306,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4359164,2023-09-10 14:00:00.000,202306,Crown Point LMD (Norwich),Personal accident form,person interaction,Specified,0.125
SMIS4358438,2023-09-13 02:55:00.000,202306,Streatham Hill LMD (London),Personal accident form,person exposed to a hazardous substance; person interaction,Non-severe,0.001
SMIS4358693,2023-09-15 03:30:00.000,202306,Colchester LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4358756,2023-09-15 09:00:00.000,202306,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4358760,2023-09-15 18:32:00.000,202306,Bristol St Philips Marsh LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4360428,2023-09-16 02:30:00.000,202306,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4358865,2023-09-17 22:10:00.000,202307,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4358997,2023-09-18 12:00:00.000,202307,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4358993,2023-09-19 12:00:00.000,202307,Freightliner Leeds,Personal accident form,person interaction,Non-severe,0.001
SMIS4359238,2023-09-21 14:00:00.000,202307,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4361418,2023-09-23 02:04:00.000,202307,Bedford Midland LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4359442,2023-09-25 09:00:00.000,202307,Swansea (Landore) LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4359972,2023-09-29 03:40:00.000,202307,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4359879,2023-09-29 12:11:00.000,202307,Bletchley James Way MDU,Personal accident form,person interaction,Severe 7,0.01
SMIS4361372,2023-10-04 08:25:00.000,202307,Aylesbury LMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4360568,2023-10-08 23:15:00.000,202307,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4360654,2023-10-09 10:00:00.000,202307,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4360881,2023-10-09 20:25:00.000,202307,Freightliner Liverpool,Personal accident form,person interaction,Non-severe,0.001
SMIS4361423,2023-10-11 13:55:00.000,202307,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4361027,2023-10-12 23:00:00.000,202307,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4360950,2023-10-13 10:05:00.000,202307,Bedford Grain Warehouse MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4361110,2023-10-13 11:30:00.000,202307,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4360912,2023-10-14 00:00:00.000,202307,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Non-severe,0.001
SMIS4364691,2023-10-16 00:00:00.000,202308,Etches Park LMD (Derby),Personal accident form,person interaction,Severe 7,0.01
SMIS4362857,2023-10-17 01:00:00.000,202308,Bristol MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4361633,2023-10-18 13:10:00.000,202308,Network Rail RIDC Melton,Personal accident form,person interaction,Non-severe,0.001
SMIS4361436,2023-10-19 13:50:00.000,202308,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4362185,2023-10-19 15:00:00.000,202308,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4361996,2023-10-26 10:30:00.000,202308,Freightliner Southampton Maritime,Personal accident form,person interaction,Non-severe,0.001
SMIS4362043,2023-10-28 23:45:00.000,202308,Reading Traincare Depot,Personal accident form,person interaction,Severe 7,0.01
SMIS4362072,2023-10-29 17:35:00.000,202308,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS4362671,2023-11-01 08:45:00.000,202308,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4362766,2023-11-01 15:00:00.000,202308,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4362566,2023-11-03 01:30:00.000,202308,Corkerhill CSMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4362668,2023-11-06 10:45:00.000,202308,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4362761,2023-11-07 12:00:00.000,202308,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4362810,2023-11-07 13:15:00.000,202308,Shields LMD (Glasgow),Personal accident form,person interaction,Non-severe,0.001
SMIS4362895,2023-11-08 08:30:00.000,202308,Wigan Springs Branch TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4363107,2023-11-09 15:25:00.000,202308,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4363053,2023-11-10 01:46:00.000,202308,Soho LMD (Birmingham),Personal accident form,person interaction,Non-severe,0.001
SMIS4363577,2023-11-10 05:10:00.000,202308,Willesden,Personal accident form,person interaction,Non-severe,0.001
SMIS4365153,2023-11-13 02:05:00.000,202309,Tyne Yard (Incl Tcd),Personal accident form,person interaction,Non-severe,0.001
SMIS4363632,2023-11-15 03:20:00.000,202309,Freightliner Crewe Basford Hall,Personal accident form,person interaction,Non-severe,0.001
SMIS4365737,2023-11-16 13:00:00.000,202309,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4363572,2023-11-16 13:30:00.000,202309,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4363690,2023-11-16 23:15:00.000,202309,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4363964,2023-11-17 09:00:00.000,202309,Grove Park Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4363621,2023-11-19 03:03:00.000,202309,Warrington Bank Quay MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4364038,2023-11-22 07:50:00.000,202309,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4363987,2023-11-22 11:30:00.000,202309,Freightliner Leeds,Personal accident form,person interaction,Non-severe,0.001
SMIS4364655,2023-11-23 08:15:00.000,202309,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4364385,2023-11-25 19:30:00.000,202309,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4365169,2023-11-26 07:00:00.000,202309,Taunton MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4364705,2023-11-30 08:46:00.000,202309,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4364740,2023-11-30 22:30:00.000,202309,Barton Mills LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4364879,2023-12-01 01:15:00.000,202309,Fratton Tcd (LMD),Personal accident form,person interaction,Non-severe,0.001
SMIS4364774,2023-12-02 14:55:00.000,202309,Llanelli MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4365089,2023-12-02 16:54:00.000,202309,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4364719,2023-12-03 10:10:00.000,202309,Bow Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4365308,2023-12-07 10:15:00.000,202309,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4365258,2023-12-07 13:52:00.000,202309,Castle Cary MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4365293,2023-12-10 18:56:00.000,202310,Freightliner Leeds,Personal accident form,person interaction,Non-severe,0.001
SMIS4365765,2023-12-12 10:16:00.000,202310,Freightliner Ipswich,Personal accident form,person interaction,Non-severe,0.001
SMIS4365494,2023-12-12 11:30:00.000,202310,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4365462,2023-12-12 11:45:00.000,202310,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4366166,2023-12-13 08:15:00.000,202310,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4366172,2023-12-14 04:37:00.000,202310,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4365933,2023-12-14 07:20:00.000,202310,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4366235,2023-12-20 05:45:00.000,202310,Freightliner Crewe Basford Hall,Personal accident form,person interaction,Non-severe,0.001
SMIS4367216,2023-12-20 13:00:00.000,202310,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4366254,2023-12-21 09:00:00.000,202310,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4366409,2023-12-21 12:20:00.000,202310,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4366579,2023-12-26 06:02:00.000,202310,Woking Down Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4366578,2023-12-29 10:15:00.000,202310,Crown Point LMD (Norwich),Personal accident form,person interaction,Specified,0.125
SMIS4366735,2023-12-29 18:30:00.000,202310,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4366605,2023-12-29 21:17:00.000,202310,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4366855,2024-01-03 11:30:00.000,202310,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4367020,2024-01-04 00:00:00.000,202310,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS4367203,2024-01-04 14:15:00.000,202310,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4367011,2024-01-05 00:00:00.000,202310,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Non-severe,0.001
SMIS4367356,2024-01-05 10:45:00.000,202310,Wimbledon LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4367145,2024-01-07 07:30:00.000,202311,Hackney Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4372483,2024-01-08 17:30:00.000,202311,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4367617,2024-01-10 03:30:00.000,202311,Skipton MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4367487,2024-01-12 00:00:00.000,202311,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS4367879,2024-01-16 07:15:00.000,202311,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4368098,2024-01-16 11:00:00.000,202311,Tyseley LMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4367979,2024-01-17 10:30:00.000,202311,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4369060,2024-01-18 04:30:00.000,202311,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4369966,2024-01-20 21:30:00.000,202311,Cambridge Clifton Ind Est MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4369070,2024-01-22 14:29:00.000,202311,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4369249,2024-01-25 14:00:00.000,202311,Eastleigh,Personal accident form,person interaction,Non-severe,0.001
SMIS4369184,2024-01-30 01:45:00.000,202311,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4369001,2024-01-31 01:00:00.000,202311,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4370195,2024-01-31 14:47:00.000,202311,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4369196,2024-02-01 04:00:00.000,202311,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4369400,2024-02-04 16:02:00.000,202312,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4371267,2024-02-08 10:43:00.000,202312,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4369619,2024-02-09 00:00:00.000,202312,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS4369835,2024-02-11 00:00:00.000,202312,Bristol St Philips Marsh LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4370114,2024-02-16 14:27:00.000,202312,Bristol Queen Anne Rd MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4370311,2024-02-17 03:45:00.000,202312,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4370468,2024-02-17 16:20:00.000,202312,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4371341,2024-02-21 10:20:00.000,202312,Aylesbury South siding DOWN,Personal accident form,person interaction,Non-severe,0.001
SMIS4370635,2024-02-22 10:30:00.000,202312,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4371273,2024-02-23 08:53:00.000,202312,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4370900,2024-02-25 21:45:00.000,202312,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4371038,2024-03-01 15:40:00.000,202312,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4370969,2024-03-01 22:30:00.000,202312,Soho LMD (Birmingham),Personal accident form,person interaction,Severe 7,0.01
SMIS4371059,2024-03-02 13:30:00.000,202312,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4371574,2024-03-08 04:00:00.000,202313,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4372250,2024-03-08 08:00:00.000,202313,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4371673,2024-03-09 13:45:00.000,202313,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4371734,2024-03-11 23:30:00.000,202313,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4371963,2024-03-13 04:00:00.000,202313,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4371894,2024-03-14 06:28:00.000,202313,Broxbourne MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4372066,2024-03-14 10:30:00.000,202313,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4372598,2024-03-20 07:00:00.000,202313,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4373365,2024-03-20 15:05:00.000,202313,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4372675,2024-03-24 09:12:00.000,202313,Yardley Wood,Personal accident form,person interaction,Non-severe,0.001
SMIS4372930,2024-03-28 04:30:00.000,202313,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4372956,2024-03-28 09:40:00.000,202313,Birkenhead Central LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4373072,2024-03-28 11:30:00.000,202313,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4379132,2024-03-28 23:39:00.000,202313,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4373905,2024-03-29 17:05:00.000,202313,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4373907,2024-04-04 15:35:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4373744,2024-04-07 10:00:00.000,202401,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4373640,2024-04-07 15:20:00.000,202401,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4373812,2024-04-09 00:00:00.000,202401,Shoeburyness CSD,Personal accident form,person interaction,Specified,0.125
SMIS4374346,2024-04-11 00:30:00.000,202401,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374422,2024-04-11 07:30:00.000,202401,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374022,2024-04-11 12:24:00.000,202401,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374373,2024-04-11 23:45:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4375157,2024-04-14 14:19:00.000,202401,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374191,2024-04-15 12:00:00.000,202401,Slade Green LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4375290,2024-04-16 11:00:00.000,202401,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374791,2024-04-16 16:00:00.000,202401,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4374786,2024-04-17 08:30:00.000,202401,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4374431,2024-04-17 09:18:00.000,202401,Shields ET Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4374834,2024-04-17 14:30:00.000,202401,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374845,2024-04-18 01:30:00.000,202401,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4374430,2024-04-18 04:40:00.000,202401,DRS Motherwell,Personal accident form,person interaction,Non-severe,0.001
SMIS4375279,2024-04-18 08:40:00.000,202401,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374981,2024-04-22 15:00:00.000,202401,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4374986,2024-04-22 23:47:00.000,202401,Freightliner Manchester,Personal accident form,person interaction,Non-severe,0.001
SMIS4374988,2024-04-23 09:30:00.000,202401,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4374945,2024-04-23 16:14:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4374948,2024-04-23 23:02:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4375014,2024-04-24 10:56:00.000,202401,Norwich MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4376429,2024-04-24 11:20:00.000,202401,Lovers Walk TMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4375096,2024-04-25 01:00:00.000,202401,Stirling MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4375381,2024-04-25 03:20:00.000,202401,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4375500,2024-04-28 12:15:00.000,202402,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4377675,2024-04-30 08:18:00.000,202402,Immingham,Personal accident form,person interaction,Severe 7,0.01
SMIS4375538,2024-05-01 22:15:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4376428,2024-05-03 12:15:00.000,202402,Littlehampton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4375727,2024-05-05 00:30:00.000,202402,High Wycombe Station MDU,Personal accident form,person interaction,Severe 7,0.01
SMIS4376480,2024-05-06 11:00:00.000,202402,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4375942,2024-05-07 23:00:00.000,202402,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4376012,2024-05-08 14:30:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4376611,2024-05-09 07:30:00.000,202402,Rhymney depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4376974,2024-05-13 10:35:00.000,202402,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4376575,2024-05-15 02:30:00.000,202402,Hull LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4379828,2024-05-15 12:30:00.000,202402,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4376953,2024-05-17 08:15:00.000,202402,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4376899,2024-05-19 00:01:00.000,202402,Shoeburyness CSD,Personal accident form,person interaction,Non-severe,0.001
SMIS4381360,2024-05-19 02:45:00.000,202402,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4377028,2024-05-21 05:13:00.000,202402,Shrub Hill LMD (Worcester),Personal accident form,person interaction,Non-severe,0.001
SMIS4377052,2024-05-21 07:30:00.000,202402,Hull LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4377644,2024-05-23 23:49:00.000,202402,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4377408,2024-05-27 20:10:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS4377628,2024-05-29 20:38:00.000,202403,Freightliner Felixstowe,Personal accident form,person interaction,Specified,0.125
SMIS4380069,2024-06-04 11:43:00.000,202403,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4380014,2024-06-04 12:00:00.000,202403,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4379102,2024-06-06 10:00:00.000,202403,Crewe Iemd,Personal accident form,person interaction,Non-severe,0.001
SMIS4379838,2024-06-06 12:15:00.000,202403,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4378165,2024-06-06 19:30:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS4378486,2024-06-10 13:00:00.000,202403,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4382471,2024-06-10 14:00:00.000,202403,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4378852,2024-06-12 16:24:00.000,202403,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4378852,2024-06-12 16:24:00.000,202403,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4379067,2024-06-13 02:30:00.000,202403,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4378768,2024-06-14 01:30:00.000,202403,Penzance (Long Rock) LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4379079,2024-06-14 11:15:00.000,202403,Cambridge Cavendish Rd LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4378803,2024-06-14 12:50:00.000,202403,Blackburn - Islington Road MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4378952,2024-06-14 22:38:00.000,202403,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4378786,2024-06-15 07:36:00.000,202403,Sandwell and Dudley Depot,Personal accident form,person interaction,Severe 7,0.01
SMIS4378906,2024-06-16 00:00:00.000,202403,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Non-severe,0.001
SMIS4379077,2024-06-17 11:40:00.000,202403,Hull LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4379291,2024-06-18 22:10:00.000,202403,West Marina Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4380276,2024-06-19 00:00:00.000,202403,Axiom Stoke Depot,Personal accident form,person interaction,Severe 7,0.01
SMIS4379142,2024-06-19 10:30:00.000,202403,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4379517,2024-06-24 11:00:00.000,202404,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4382509,2024-07-01 09:00:00.000,202404,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4380148,2024-07-02 00:00:00.000,202404,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS4380168,2024-07-02 03:40:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4380498,2024-07-05 00:00:00.000,202404,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Severe 7,0.01
SMIS4380570,2024-07-05 17:46:00.000,202404,Brighton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4393401,2024-07-06 13:00:00.000,202404,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4380484,2024-07-07 13:00:00.000,202404,Freightliner Crewe Basford Hall,Personal accident form,person interaction,Non-severe,0.001
SMIS4380877,2024-07-08 09:40:00.000,202404,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4382080,2024-07-09 02:50:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4382137,2024-07-09 11:00:00.000,202404,Whitemoor Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4393492,2024-07-10 00:00:00.000,202404,Peak Forest Tdc,Personal accident form,person interaction,Non-severe,0.001
SMIS4380935,2024-07-11 05:30:00.000,202404,Liverpool Street MDU,Personal accident form,person interaction,Non-severe,0.001
