"smis_reference","event_date","period","place","report_title","description","injury_degree_2013","fwi_2013"
SMIS4345844,2023-03-14 03:58:00.000,202213,Farnham LMD,Personal accident form,"A Contractor slipped on a stone and fell whilst they were walking on the authorised waking route, resulting in a fractured ankle.",Specified,0.125
SMIS4348819,2023-03-14 04:45:00.000,202213,Brighton Ced Swimu MDU,Personal accident form,Brighton Engineering Depot - 14/03/2023 04:45,Non-severe,0.001
SMIS4348832,2023-03-14 20:30:00.000,202213,Hornsey LMD,Personal accident form,Hornsey Depot - 14/03/2023 20:30,Non-severe,0.001
SMIS4344501,2023-03-15 02:10:00.000,202213,Bristol St Philips Marsh LMD,Personal accident form,Carriage Cleaner minor accident at St Philips Marsh Depot.,Non-severe,0.001
SMIS4344557,2023-03-15 07:00:00.000,202213,Liverpool Edge Hill MDU,Personal accident form,PA: Member of S&T staff slipped on ice when getting out of a van at Edge Hill Depot and fell onto left knee,Non-severe,0.001
SMIS4344599,2023-03-15 15:30:00.000,202213,Taunton MDU,Personal accident form,"PA - Western DU MOS whilst cycling on the bike sustained a slight sprain to his left wrist and aching in right thumb, Taunton Depot.",Non-severe,0.001
SMIS4344677,2023-03-16 11:08:00.000,202213,Etches Park LMD (Derby),Personal accident form,Staff Accident Etches Park,Severe 7,0.01
SMIS4344700,2023-03-16 12:30:00.000,202213,Inverness LMD,Personal accident form,"Staff member slipped on pig matt in oil store, Staff member jerked his back.",Non-severe,0.001
SMIS4344707,2023-03-16 21:00:00.000,202213,Crown Point LMD (Norwich),Personal accident form,Contractor trapped arm,Non-severe,0.001
SMIS4344833,2023-03-17 01:00:00.000,202213,Woking Up Yard,Personal accident form,"Belated report of a personal injury received from Hampshire Mobile Operative. They report ""whilst examining a crippled wagon my left leg got stuck in deep mud in the 4foot adjacent to staff cabins.",Non-severe,0.001
SMIS4344808,2023-03-17 10:10:00.000,202213,Bristol Queen Anne Rd MDU,Personal accident form,"PA - A CD MOS crushed their left hand index finger at Bristol Temple Meads, Queen Anne Road",Non-severe,0.001
SMIS4344812,2023-03-18 16:10:00.000,202213,Heaton LMD,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4344737,2023-03-19 00:30:00.000,202213,Worcester Depot,Personal accident form,PA - Satley DU  - Technician injured their shoulder due to falling whilst carrying welding equipment at Worcester.,Severe 7,0.01
SMIS4344782,2023-03-19 10:40:00.000,202213,Whitemoor Yard,Personal accident form,Personal Accident – Whitemoor,Non-severe,0.001
SMIS4344883,2023-03-20 13:27:00.000,202213,Paddington MDU (west end of CP),Personal accident form,PA - Eastern DU MOS was lifting and packing work at Park Royal and had fallen backwards and injured their back,Severe 7,0.01
SMIS4344974,2023-03-21 00:00:00.000,202213,Eastcroft LMD (Nottingham),Personal accident form,Staff Accident Eastcroft Depot,Non-severe,0.001
SMIS4345055,2023-03-22 09:10:00.000,202213,Tonbridge MDU,Personal accident form,PA - Regional Functions MOS rolled her ankle on a manhole cover at Tonbridge and sprained her left ankle. SCO 52004,Non-severe,0.001
SMIS4345185,2023-03-23 00:01:00.000,202213,Shields LMD (Glasgow),Personal accident form,Staff member falls in depot,Non-severe,0.001
SMIS4345318,2023-03-23 07:30:00.000,202213,Neville Hill LMD (Ns) Northern Rail,Personal accident form,ISS cleaner sustained injury on depot,Non-severe,0.001
SMIS4345212,2023-03-23 09:20:00.000,202213,East Ham LMD (London),Personal accident form,Contractor 23/03/2023 East Ham Depot: Contractor reports that debris was blown into their eye. Conditions are reported to be windy at the time.,Non-severe,0.001
SMIS4347919,2023-03-23 22:01:00.000,202213,Freightliner Birmingham,Personal accident form,Trip on Ballast Causing Pain in Leg,Non-severe,0.001
SMIS4345304,2023-03-24 15:29:00.000,202213,Tyseley LMD,Personal accident form,"Contractor, employed by Millennium Site Services, who had been working between 9 & 10 road carrying out body work repairs tripped on some cables on the walkway and struck their head",Non-severe,0.001
SMIS4347922,2023-03-24 16:29:00.000,202213,Freightliner Ipswich,Personal accident form,Minor Cut to Finger from Swarf,Non-severe,0.001
SMIS4345319,2023-03-25 08:40:00.000,202213,East Ham LMD (London),Personal accident form,Contractor Accident 25/03/2023 East Ham Depot: Contractor cut their finger with a stanley knife.,Non-severe,0.001
SMIS4349272,2023-03-25 09:45:00.000,202213,Brighton Ced Swimu MDU,Personal accident form,Brighton Engineering Depot - 25/03/2023 09:45,Non-severe,0.001
SMIS4349280,2023-03-25 14:30:00.000,202213,Stewarts Lane LMD (London),Personal accident form,Stewarts Lane Depot - 25/03/2023 14:30,Non-severe,0.001
SMIS4345472,2023-03-26 05:30:00.000,202213,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Fitter and Apprentice Fitter sustained injuries on depot,Non-severe,0.001
SMIS4345472,2023-03-26 05:30:00.000,202213,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Fitter and Apprentice Fitter sustained injuries on depot,Non-severe,0.001
SMIS4345655,2023-03-27 00:00:00.000,202213,Toton TMD,Personal accident form,Belated report received from Toton Traction & Rolling Stock Maintenance Manager that at 2000 on 27/03/23 that contractor working as ELM2 twisted his knee whilst lifting a loco cab window in to the skip from a sack truck.,Non-severe,0.001
SMIS4345582,2023-03-27 00:10:00.000,202213,Ramsgate Train Maintenance Depot,Personal accident form,Ramsgate Depot cleaner accident,Non-severe,0.001
SMIS4345477,2023-03-27 14:30:00.000,202213,Axiom Stoke Depot,Personal accident form,Stores team member reported that he had slipped and twisted his ankle whilst walking through the wheel shop. Fit to continue work but slight pain in ankle.,Non-severe,0.001
SMIS4345467,2023-03-27 14:30:00.000,202213,Axiom Stoke Depot,Personal accident form,Stoke Production manager reports that whilst fitting the 25 tonne lifting strap onto the crane hook the fitter trapped a finger in the strap link.,Non-severe,0.001
SMIS4345575,2023-03-27 16:25:00.000,202213,Neville Hill LMD (Ns) Northern Rail,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4345480,2023-03-27 16:31:00.000,202213,Freightliner Felixstowe,Personal accident form,Cambridge driver reports he has partially severed his finger on a cab door on loco 66085 and has requested an ambulance/paramedic attend upon the arrival of his train at Felixstowe Central.,Specified,0.125
SMIS4347928,2023-03-27 23:35:00.000,202213,Merehead Depot,Personal accident form,Injured Ankle Whilst Walking on Ballast at Merehead,Non-severe,0.001
SMIS4345780,2023-03-28 15:10:00.000,202213,Crewe Gresty,Personal accident form,PA: Member of staff tripped on uneven ground between machines at Crewe depot  IRIS 27298,Non-severe,0.001
SMIS4347058,2023-03-28 19:35:00.000,202213,Wimbledon LMD (London),Personal accident form,"28/03/2023 19:35:00 Wimbledon Train Depot PTI injury whilst boarding/alighting (Not - STF). A member of staff injured their back whilst alighting the 5Y54 1854",Non-severe,0.001
SMIS4345638,2023-03-29 02:50:00.000,202213,Newcastle On Tyne Forth Yd MDU,Personal accident form,PA - IP twisted his right wrist when the drill became stuck and spinned at Newcastle Depot IRIS 27336,Non-severe,0.001
SMIS4345861,2023-03-29 09:32:00.000,202213,Feltham Pway depot,Personal accident form,A depot staff injured themselves whilst  they tried to open the driver side cab door which was really stiff so they had to use a bit of force.,Non-severe,0.001
SMIS4345656,2023-03-29 10:31:00.000,202213,Milford Haven (Puma Energy Ltd),Personal accident form,Maintenance Production Manager south reports the contractor working for DB Cargo at Milford Haven has walked on a nail which has pierced his DeWalt Safety boot,Non-severe,0.001
SMIS4345743,2023-03-29 16:55:00.000,202213,Crown Point LMD (Norwich),Personal accident form,Contractor cut hand on chisel,Non-severe,0.001
SMIS4346061,2023-03-29 17:00:00.000,202213,Wembley Depot,Personal accident form,"3861/23 – Staff Member hurt knee and shoulder at Wembley Depot",Non-severe,0.001
SMIS4346799,2023-03-30 05:30:00.000,202213,Clayhills LMD (Aberdeen),Personal accident form,Depot staff fell backwards after pulling too hard on a shore supply plugged into a HST power car.,Non-severe,0.001
SMIS4345814,2023-03-30 11:20:00.000,202213,Crown Point LMD (Norwich),Personal accident form,Contractor trapped finger whilst examining unit,Non-severe,0.001
SMIS4346108,2023-03-30 22:27:00.000,202213,Cowley BMW Car Terminal,Personal accident form,Advised by Oxfordshire SDM that he has been advised by BMW Oxford that a unnamed member of SCH staff (company sub contacted by DB Cargo to load cars at Oxford) Sustained a Head Injury whilst moving through a train Carriage. He was in pain and had a swelling on his head.,Non-severe,0.001
SMIS4345829,2023-03-31 02:00:00.000,202213,Reading Traincare Depot,Personal accident form,Lost Time Accident - Reading Traincare Depot,Severe 7,0.01
SMIS4345903,2023-03-31 08:40:00.000,202213,Wrexham MDU,Personal accident form,PA. Shrewsbury DU PW staff sprained an ankle at Wrexham General,Severe 7,0.01
SMIS4346227,2023-03-31 11:00:00.000,202213,Port Talbot MDU,Personal accident form,PA. Contractor injured at Baglan. SCO 52110,Severe 7,0.01
SMIS4346014,2023-04-02 01:29:00.000,202301,Guide Bridge MDU,Personal accident form,PA: Operative pulled back when loading a generator onto a van at Guide Bridge,Non-severe,0.001
SMIS4346301,2023-04-02 10:00:00.000,202301,Ramsgate Train Maintenance Depot,Personal accident form,"Engineer struck by defective, shattering glass at skip outside Ramsgate Depot,",Non-severe,0.001
SMIS4346085,2023-04-03 15:10:00.000,202301,Treherbert depot,Personal accident form,Minor Treherbert sidings - Employee hurt back trying to close connecting door,Non-severe,0.001
SMIS4369106,2023-04-04 06:23:00.000,202301,,Personal accident form,MOS reports that whilst using the polesaw; IP was looking up at the wagons at the time and tripped over loose ballast and branches on the floor.,Non-severe,0.001
SMIS4348368,2023-04-04 10:10:00.000,202301,Carstairs Site MDU,Personal accident form,PA IPSNE: Siemens member of staff sustained a cut to the tip of his right index finger while moving materials in compound #1. Carstairs,Non-severe,0.001
SMIS4346548,2023-04-04 14:30:00.000,202301,Allerton LMD,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4346255,2023-04-05 02:35:00.000,202301,Margam Knuckle Wrd / Tmd,Personal accident form,Port Talbot Operations Supervisor has advised that one of the terminal support workers working in the bays at Margam has missed their step and their right leg went between the platform and wagon and banged their left knee on the platform.,Non-severe,0.001
SMIS4346272,2023-04-05 03:35:00.000,202301,Crown Point LMD (Norwich),Personal accident form,Contractor suffered hearing loss,Non-severe,0.001
SMIS4346285,2023-04-05 10:00:00.000,202301,Ilford LMD (London),Personal accident form,Contractor STF in depot pit,Non-severe,0.001
SMIS4347100,2023-04-05 11:00:00.000,202301,Fratton Tcd (LMD),Personal accident form,"Staff Accident. 05/04/2023 11:00:00 Fratton Depot STF Stairs/Steps. A driver lost their footing and fell on the stairs, resulting to a twisted ankle and sore knee.",Non-severe,0.001
SMIS4346236,2023-04-05 11:15:00.000,202301,Plymouth Tavistock JCN MDU,Personal accident form,"PA - a West DU MOS stepped on the wheelchair ramp, foot got stuck causing them to trip and fall onto her left knee, Tavistock Jnc.",Non-severe,0.001
SMIS4346212,2023-04-05 11:21:00.000,202301,Willesden,Personal accident form,PA  - Euston DU - Off Track Team Leader sustained a cut to their knee when the strimmer they were using bounced back at  Willesden. IRIS 27525,Non-severe,0.001
SMIS4346559,2023-04-05 14:00:00.000,202301,Allerton LMD,Personal accident form,Apprentice fitter sustained injury while on duty,Non-severe,0.001
SMIS4346566,2023-04-06 04:35:00.000,202301,Heaton LMD,Personal accident form,MDD sustained injury while on duty,Severe 7,0.01
SMIS4346434,2023-04-06 08:30:00.000,202301,Penzance (Long Rock) LMD,Personal accident form,Accident to Shunter at Long Rock,Non-severe,0.001
SMIS4346413,2023-04-06 09:10:00.000,202301,Crewe Gresty Road MDU,Personal accident form,PA: Operative was lifting a fuel can at Crewe and injured back and lower leg,Severe 7,0.01
SMIS4346631,2023-04-06 14:00:00.000,202301,Singlewell IMD,Personal accident form,PA - HS1 - BB rail staff injured their ribs whilst refitting a handrail to the APM at Singlewell depot. IRIS27634. AWAITING CONFIRMATION OF POSSIBLE FRACTURE.,Severe 7,0.01
SMIS4346436,2023-04-07 02:02:00.000,202301,Exeter Olds View Depot MDU,Personal accident form,Minor Accident to Technician at Exeter Depot,Non-severe,0.001
SMIS4346589,2023-04-08 03:00:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Fitter sustained injury to finger,Non-severe,0.001
SMIS4348342,2023-04-08 12:00:00.000,202301,Soho LMD (Birmingham),Personal accident form,"Whilst carrying out an auxiliary compressor inspection, a technician at Soho depot bumped the top of their head on the underside of the train.",Severe 7,0.01
SMIS4348656,2023-04-08 15:44:00.000,202301,Freightliner Crewe Basford Hall,Personal accident form,IP Cut to Hand whilst Removing Loco Windscreen,Non-severe,0.001
SMIS4346659,2023-04-11 04:20:00.000,202301,Heaton LMD,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4346660,2023-04-11 07:57:00.000,202301,Shrub Hill LMD (Worcester),Personal accident form,Minor Accident to Train Manager at Worcester (Hereford Siding),Non-severe,0.001
SMIS4347410,2023-04-12 03:25:00.000,202301,Cricklewood Sidings,Personal accident form,Staff accident Cricklewood,Severe 7,0.01
SMIS4348271,2023-04-12 04:00:00.000,202301,Hull LMD,Personal accident form,TPO sustained injury while on duty,Non-severe,0.001
SMIS4346670,2023-04-12 11:00:00.000,202301,Hull LMD,Personal accident form,Fitter injured while on duty,Non-severe,0.001
SMIS4346801,2023-04-12 11:40:00.000,202301,Ilford LMD (London),Personal accident form,Stores assistant struck finger,Non-severe,0.001
SMIS4347297,2023-04-12 13:05:00.000,202301,Ramsgate Train Maintenance Depot,Personal accident form,"Ramsgate depot staff stood up, in the mess room and his left knee gave way, dislocating.",Non-severe,0.001
SMIS4346682,2023-04-12 14:00:00.000,202301,Axiom Stoke Depot,Personal accident form,Personal Injury reported by Stoke Production Manager. They report whilst working on a bogie on a vehicle 8739980427 a fitter was trying to remove a seized side bearer tap.,Severe 7,0.01
SMIS4346662,2023-04-12 23:30:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,DP sustained injury on depot,Non-severe,0.001
SMIS4346742,2023-04-13 00:00:00.000,202301,Kettering Depot Sidings,Personal accident form,Staff accident at Kettering,Non-severe,0.001
SMIS4347223,2023-04-13 04:00:00.000,202301,Aylesbury South siding DOWN,Personal accident form,"4576/23 – A member of Train Presentation hurt finger onboard Unit 165007 at Aylesbury Sidings",Non-severe,0.001
SMIS4350132,2023-04-13 07:51:00.000,202301,Hornsey LMD,Personal accident form,Hornsey Depot - 13/04/2023 07:51,Non-severe,0.001
SMIS4346931,2023-04-13 11:05:00.000,202301,Westbury Depot,Personal accident form,"PA - an Amco MOS had been digging trial holes as he was digging he pushed the shovel into the ground a small spike went through the sole of his boot and in to his right foot, Westbury Depot. SCO 52169",Non-severe,0.001
SMIS4348665,2023-04-13 14:30:00.000,202301,Freightliner Southampton Maritime,Personal accident form,Paint Drop in Loco Fitters Eye,Non-severe,0.001
SMIS4347308,2023-04-13 21:40:00.000,202301,Allerton LMD,Personal accident form,Driver sustained knee injury,Severe 7,0.01
SMIS4348377,2023-04-16 19:00:00.000,202301,Derby RTC Yard,Personal accident form,PA - Driver fell on the ballast injuring himself to the left hand and left leg at Derby - IRIS-27706/,Non-severe,0.001
SMIS4369105,2023-04-16 19:19:00.000,202301,Derby RTC Yard,Personal accident form,Driver fell from Loco as he tripped over scotches left behind by others,Non-severe,0.001
SMIS4347376,2023-04-17 00:30:00.000,202301,Yoker Depot,Personal accident form,Employee falls in depot,Severe 7,0.01
SMIS4347074,2023-04-17 01:00:00.000,202301,Skipton MDU,Personal accident form,"TPO fell off chair in messroom, injury sustained",Non-severe,0.001
SMIS4348910,2023-04-17 11:30:00.000,202301,Freightliner Crewe Basford Hall,Personal accident form,Rib Pain from Coupling,Non-severe,0.001
SMIS4347182,2023-04-17 20:00:00.000,202301,Fratton Tcd (LMD),Personal accident form,Staff Accident - 17/04/2023 20:00:00 Fratton Traincare Depot Other Contact. A depot staff injured their left hand whilst cleaning a cable stripping tool.,Non-severe,0.001
SMIS4348762,2023-04-17 20:20:00.000,202301,Freightliner Leeds,Personal accident form,Finger Injury at Leeds VMF Whilst Fueling a Loco,Non-severe,0.001
SMIS4347141,2023-04-18 02:45:00.000,202301,Barry Sidings & Depot,Personal accident form,Member of Silurian Security team shot with BB Gun at Barry Depot,Non-severe,0.001
SMIS4347524,2023-04-18 03:35:00.000,202301,Heaton LMD,Personal accident form,MDD sustained injury while on duty,Non-severe,0.001
SMIS4347370,2023-04-18 08:11:00.000,202301,Toton TMD,Personal accident form,"Toton T&RS Maintenance Manager advises that one of the cleaners working in Toton TMD Production Office has had a board fall on her, hitting her head.",Non-severe,0.001
SMIS4347118,2023-04-18 10:30:00.000,202301,Doncaster Marshgate Depot,Personal accident form,PA – DU Doncaster Apprentice had been moving low small trailer with a flat tyre with others and had caused discomfort in lower back at Doncaster Marshgate. IRIS 27781,Non-severe,0.001
SMIS4347193,2023-04-18 12:00:00.000,202301,Farnham LMD,Personal accident form,"18/04/2023 12:00:00 Northcamp Depot Other Injury. A Fleet maintenance worker injured themselves whilst walking in the CESS",Non-severe,0.001
SMIS4351014,2023-04-18 19:25:00.000,202301,Selhurst Depot,Personal accident form,Selhurst Engineering Depot Overhaul - 18/04/2023 19:25,Shock/Trauma,0.001
SMIS4347250,2023-04-19 14:10:00.000,202301,Taunton MDU,Personal accident form,"PA - MOS trapped hand between spanner and frame of a machine at Taunton depot resulting in crushing their left hand, IRIS 27789",Non-severe,0.001
SMIS4347373,2023-04-19 21:45:00.000,202301,Toton TMD,Personal accident form,Personal Injury reported by Toton Production Manager. They report that whilst a member of staff was hoovering the grills they thought they were standing on a solid floor.,Non-severe,0.001
SMIS4347397,2023-04-21 03:00:00.000,202301,Crown Point LMD (Norwich),Personal accident form,Yard Controller caught thumb in cab door,Non-severe,0.001
SMIS4347711,2023-04-21 06:25:00.000,202301,Newton Heath LMD (Manchester),Personal accident form,"Fitter slipped on depot, injury sustained",Non-severe,0.001
SMIS4347430,2023-04-21 08:55:00.000,202301,Colchester Ex Seimu MDU,Personal accident form,PA - Works Delivery - Contractor caught left thumb between two pieces of metal at Colchester Yard. NLT - Source: NR2072P,Non-severe,0.001
SMIS4347495,2023-04-21 10:00:00.000,202301,Dartford Sma Sb MDU,Personal accident form,PA - London Bridge DU MOS slipped on a wet foot plate entering depot at Dartford and sustained Bruising to the right hip. IRIS 27831,Non-severe,0.001
SMIS4348914,2023-04-21 11:29:00.000,202301,Freightliner Leeds,Personal accident form,Minor Cut to Finger at Leeds VMF,Non-severe,0.001
SMIS4347712,2023-04-21 23:15:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Member of staff sustained injury on duty,Non-severe,0.001
SMIS4347444,2023-04-21 23:30:00.000,202301,Stirling MDU,Personal accident form,PA Edinburgh DU:   MOS tripped on a broken step in the plant store resulting in a twisted ankle at Stirling,Non-severe,0.001
SMIS4347548,2023-04-22 00:00:00.000,202301,Penzance (Long Rock) LMD,Personal accident form,Minor accident to Cleaner at Long Rock Depot,Non-severe,0.001
SMIS4348385,2023-04-22 00:00:00.000,202301,Corkerhill LMD (Glasgow),Personal accident form,Staff members hurts neck in awkward body movement,Non-severe,0.001
SMIS4347490,2023-04-23 06:22:00.000,202301,Singlewell IMD,Personal accident form,PA - NRHS Singlewell DU Accident at work fell back when walking on steep ballast shoulder at Singlewell Depot. IRIS 27960,Non-severe,0.001
SMIS4348413,2023-04-24 17:50:00.000,202301,Marylebone Station MDU,Personal accident form,"5207/23 – Driver fell at Marylebone Sidings",Non-severe,0.001
SMIS4347851,2023-04-25 10:15:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Apprentice fitter sustained injury while on duty,Non-severe,0.001
SMIS4347708,2023-04-25 17:20:00.000,202301,Slateford MDU,Personal accident form,PA MOS  exiting Stoneblower 80301 slipped & hit face / head on the stone bin situated in the sidings at Slateford.,Non-severe,0.001
SMIS4348188,2023-04-26 16:55:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,"TPO tripped on depot, injury sustained",Non-severe,0.001
SMIS4347800,2023-04-27 00:15:00.000,202301,Ashford depot (carriage sidings),Personal accident form,Ashford depot shunter STF exiting cab,Non-severe,0.001
SMIS4347932,2023-04-27 01:31:00.000,202301,Rugby Mill RD MDU,Personal accident form,PA  - Bletchley DU - Team Leader sprained their ankle due to falling whilst lifting a hand trolley at Rugby Depot. IRIS 28154,Severe 7,0.01
SMIS4348346,2023-04-27 09:00:00.000,202301,Tyseley LMD,Personal accident form,Depot technician was operating the depot air line to inflate truck tyres when a tyre burst and caused a cut on the technicians hand.,Non-severe,0.001
SMIS4348197,2023-04-28 01:20:00.000,202301,Newton Heath LMD (Manchester),Personal accident form,Depot driver sustained injury,Non-severe,0.001
SMIS4351933,2023-04-28 11:53:00.000,202301,Eastbourne LMD,Personal accident form,Eastbourne - 28/04/2023 00:35,Non-severe,0.001
SMIS4348127,2023-04-28 22:16:00.000,202301,Canton Buildings MDU,Personal accident form,"Employee had minor injury to hand at Canton Depot,",Non-severe,0.001
SMIS4348295,2023-04-29 03:05:00.000,202301,Margam Knuckle Wrd / Tmd,Personal accident form,"Personal injury reported by Port Talbot Hub driver. They report that when getting off the loco, they fell over the point lever due to foggy conditions and losing their footing. They have sustained some bruising to their right leg.",Non-severe,0.001
SMIS4348296,2023-04-29 17:50:00.000,202301,St Blazey Tcd & Yard,Personal accident form,Personal injury reported by Cornwall Mobile Operative. They report that whilst shunting at St Blazey they have pulled their right hamstring.,Severe 7,0.01
SMIS4348392,2023-04-29 21:30:00.000,202301,Brighton MDU,Personal accident form,Staff accident Brighton Engineering,Severe 7,0.01
SMIS4348203,2023-04-29 22:00:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,"CAF fitter tripped on depot, injury sustained",Non-severe,0.001
SMIS4348110,2023-04-30 07:45:00.000,202302,Exeter Olds View Depot MDU,Personal accident form,Accident to Driver at Exeter Depot,Severe 7,0.01
SMIS4348319,2023-05-02 02:00:00.000,202302,Bristol St Philips Marsh LMD,Personal accident form,Minor accident to Technician at St Philips Marsh Depot,Non-severe,0.001
SMIS4348332,2023-05-02 07:15:00.000,202302,Newton Heath LMD (Manchester),Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4348335,2023-05-02 20:03:00.000,202302,Ramsgate Train Maintenance Depot,Personal accident form,Engineer STF Ramsgate depot over waffle board,Non-severe,0.001
SMIS4348358,2023-05-03 15:00:00.000,202302,Clapham Junction MDU,Personal accident form,"PA (Clapham Commercial Team) - Person tripped over bag and landed on IP, IP sustained swelling/bruise to neck at Clapham Depot. NLT. IRIS 28629",Non-severe,0.001
SMIS4348977,2023-05-04 07:00:00.000,202302,Chadwell Heath MDU,Personal accident form,PA - Route Services - IP injured back moving tools in work van at Chadwell Heath. Time lost. IRIS 28290,Non-severe,0.001
SMIS4369104,2023-05-04 15:23:00.000,202302,Colas Depot Rugby,Personal accident form,IP tripped over uneven surface at Rugby,Non-severe,0.001
SMIS4348485,2023-05-05 00:32:00.000,202302,Colchester LMD,Personal accident form,Contract train pres cleaner struck hand,Non-severe,0.001
SMIS4348700,2023-05-06 02:35:00.000,202302,Shoeburyness CSD,Personal accident form,Contractor Accident 06/05/2023 Shoeburyness Depot: A member of train cleaning staff cut their finger on an object (possibly glass) in a rubbish bag.,Non-severe,0.001
SMIS4350531,2023-05-06 12:45:00.000,202302,Scunthorpe Goods Yard,Personal accident form,North Lincolnshire groundstaff advises that he has cut his little finger on his left hand whilst attempting to operate a wheel handbrake on a British Steel JUA wagon no. BSSC26038 at Santon.,Non-severe,0.001
SMIS4348960,2023-05-06 15:22:00.000,202302,Etches Park LMD (Derby),Personal accident form,Staff Accident Etches Park,Non-severe,0.001
SMIS4348806,2023-05-06 20:30:00.000,202302,Heaton LMD,Personal accident form,"MDD tripped on depot, injury sustained",Non-severe,0.001
SMIS4348590,2023-05-07 11:10:00.000,202302,Westbury Depot,Personal accident form,"PA - Balfour Beatty MOS caught their left eyebrow on a metal plate that sticks out the side of the conveyor, Westbury sdgs. IRIS 28183",Non-severe,0.001
SMIS4358835,2023-05-08 02:50:00.000,202302,Streatham Hill LMD (London),Personal accident form,Staff accident Streatham Hill FSQ Depot,Severe 7,0.01
SMIS4348874,2023-05-09 09:30:00.000,202302,Shoeburyness CSD,Personal accident form,Staff Accident 09/05/2023 Shoeburyness Depot: Driver injured their wrist when pushing open a set of double doors which had a defective closing mechanism.,Non-severe,0.001
SMIS4349213,2023-05-09 10:00:00.000,202302,Neville Hill LMD (Ns) Northern Rail,Personal accident form,ISS cleaner sustained injury on depot,Non-severe,0.001
SMIS4369102,2023-05-09 18:04:00.000,202302,Heaton LMD,Personal accident form,"IP stepped down from OTM, he placed his foot on a loose piece of ballast and twisted his ankle",Non-severe,0.001
SMIS4351544,2023-05-10 00:00:00.000,202302,Shoeburyness CSD,Personal accident form,Contractor Accident 10/05/20203 Shoeburyness Depot. Contractor received a small electric shock from the handrails.,Non-severe,0.001
SMIS4349282,2023-05-10 04:00:00.000,202302,Toton TMD,Personal accident form,Injured thumb whilst releasing handbrake wheel on a rail wagon,Non-severe,0.001
SMIS4348924,2023-05-10 06:45:00.000,202302,Newton Heath LMD (Manchester),Personal accident form,Fitter injured while on duty,Non-severe,0.001
SMIS4349182,2023-05-10 23:30:00.000,202302,,Personal accident form,"PA – Contractor Vital Rail Operative was loading the Robel tamping tool when it slipped, and 3rd finger on left hand was caught causing a slight cut at Holbeck. IRIS 28365",Non-severe,0.001
SMIS4349378,2023-05-11 22:00:00.000,202302,Eastcroft LMD (Nottingham),Personal accident form,Staff Accident 5P07,Severe 7,0.01
SMIS4349217,2023-05-12 00:00:00.000,202302,Neville Hill LMD (Ns) Northern Rail,Personal accident form,ISS cleaner sustained injury on depot,Non-severe,0.001
SMIS4349145,2023-05-12 05:00:00.000,202302,Neville Hill LMD (Ns) Northern Rail,Personal accident form,TPO sustained injury while on duty,Non-severe,0.001
SMIS4350856,2023-05-12 09:10:00.000,202302,Wimbledon LMD (London),Personal accident form,Staff Accident - 12/05/2023 09:10:00 STF Fleet Depot. A member of staff slipped on the steps causing an injury,Non-severe,0.001
SMIS4349080,2023-05-12 11:00:00.000,202302,Redhill MDU,Personal accident form,PA - Brighton DU MOS whilst lifting an old stair case in Redhill Maintenance Yard had pulled his back.,Non-severe,0.001
SMIS4369101,2023-05-12 11:24:00.000,202302,Heaton LMD,Personal accident form,"Whilst manual handling a Brake TBU,  IP dropped TBU on his finger",Non-severe,0.001
SMIS4349076,2023-05-12 12:53:00.000,202302,Knighton MDU,Personal accident form,PA. Shrewsbury DU PW staff strained back lifting a jack at Knighton,Non-severe,0.001
SMIS4349205,2023-05-13 12:30:00.000,202302,Reading Traincare Depot,Personal accident form,Minor Accident to Technician at Reading Traincare Depot,Non-severe,0.001
SMIS4354909,2023-05-13 17:34:00.000,202302,Old Oak Common LMD (London),Personal accident form,OOC sidings hop up,Non-severe,0.001
SMIS4349081,2023-05-13 21:55:00.000,202302,Sutton MDU,Personal accident form,PA - Ops Inner MOS (MOM) tripped over some scrap rail outside Sutton Depot and grazed his knee and hand,Non-severe,0.001
SMIS4349065,2023-05-14 04:42:00.000,202302,Plumstead Sidings,Personal accident form,PA - London Bridge DU MOS whilst changing timbers in Plumpton sidings had strained his back. SCO 52340. IRIS: 28336,Severe 7,0.01
SMIS4349223,2023-05-14 08:20:00.000,202302,Sheffield LMD,Personal accident form,"Guard tripped when walking on sidings, injury sustained",Severe 7,0.01
SMIS4349214,2023-05-14 12:22:00.000,202302,Reading Traincare Depot,Personal accident form,Minor Accident to a Technician at Reading TCD,Severe 7,0.01
SMIS4349247,2023-05-15 17:00:00.000,202302,Newton Heath LMD (Manchester),Personal accident form,DTL sustained injury on depot,Severe 7,0.01
