"smis_reference","event_date","period","place","report_title","railway_operating_incident_type","description","owning_org","organisations_involved"
SMIS4512818,2024-01-08 17:46:00.000,202311,Cricklewood Sidings,SPAD and operating incident form,Wrong route set for train,"Wrong Route - 5B64 ( 17.12 St Pancras International to Cricklewood A To E Sidings )  was wrong routed by the signaller at WH35  signal, Cricklewood Carriage Holding . Route not taken",Network Rail,"Network Rail, East Midlands Railway"
SMIS4512866,2024-01-09 01:29:00.000,202311,Woking Up Yard,SPAD and operating incident form,None apply,"OCC / LSR? (Wessex Works Delivery) Alleged irregularity - WD staff working in Woking Up Yard Reception siding (T4), Shunter protection. Signaller controls the area/protection  had not been granted. IRIS: 33503",Network Rail,Network Rail
SMIS4512875,2024-01-09 17:06:00.000,202311,Wimbledon S&T Depot,SPAD and operating incident form,Train division,Shunting Incident – Wilmbledon,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4513058,2024-01-09 18:00:00.000,202311,East Ham LMD (London),SPAD and operating incident form,Other isolation error: Step in process missed.,IW Close Call 09/01/2024 East Ham Depot: Road inadvertently livened when working on maintenance shed doors.,Trenitalia c2c,Trenitalia c2c
SMIS351202,2024-01-10 03:56:00.000,202311,Maryport NCB Sidings,Train derailment,,"Derailment / OCC - During WON41, Item 96 an RRV hauling two trailers became derailed on the Up Sidings line at Maryport, first axle on the 2nd trailer.  CD 110209",Network Rail,Network Rail
SMIS4513054,2024-01-13 00:27:00.000,202311,Freightliner Manchester,SPAD and operating incident form,Load not properly secured to vehicle,Container Arrived on 4M99 Unsecured,Freightliner Group,Freightliner Group
SMIS4513047,2024-01-16 00:00:00.000,202311,Cricklewood Sidings; STP: St Pancras (Kent),SPAD and operating incident form,Train speeding,"TPWS Brake Demand (PSD117 turn), 5F56 at En-Route",East Midlands Railway,East Midlands Railway
SMIS4513110,2024-01-16 12:30:00.000,202311,DRS Carlisle - Kingmoor,SPAD and operating incident form,Other: train movement conflicting with other train movements,OCC - Shunting irregularity at Kingmoor LDC with DRS loco movement conflicting with Colas Rail movement IRIS 33614,Network Rail,"Colas Rail, Direct Rail Services, Direct Rail Services, Network Rail"
SMIS4513079,2024-01-17 08:30:00.000,202311,Freightliner Felixstowe,SPAD and operating incident form,Other: Inadequate pre-departure checks,"4L40 Arrival at Felixstowe from Doncaster with Containers Not Fit for Travel",Freightliner Group,Freightliner Group
SMIS4513386,2024-01-20 00:00:00.000,202311,Heaton LMD,SPAD and operating incident form,Train door incident,"800101 reports Cab DOIT at Heaton",Northern,"Network Rail, Northern"
SMIS4513120,2024-01-21 11:54:00.000,202311,,SPAD and operating incident form,None apply,"OCC / LSR (Wessex DU Inner) - Section R10 at Clapham Yard tripped, a metal bar had been dropped onto a live rail and running rail on the A end of No. 621 points on the Down Windsor Slow line at the entrance to Clapham Yard. No injuries. - IRIS 33876",Network Rail,"McGinley Support Services (Infrastructure) Ltd, Network Rail"
SMIS4513259,2024-01-25 11:59:00.000,202311,Doncaster Down Decoy,SPAD and operating incident form,Load not properly secured to vehicle,Container on 3 spigots - 4L43 – Doncaster iPort,GB Railfreight,GB Railfreight
SMIS4513280,2024-01-26 00:44:00.000,202311,Eastcroft LMD (Nottingham),SPAD and operating incident form,Other: Passenger on ECS,Operational Irregularity (Stations) at Nottingham,East Midlands Railway,"East Midlands Railway, Network Rail, East Midlands Railway"
SMIS4513277,2024-01-26 21:46:00.000,202311,Wembley Yard (South),SPAD and operating incident form,Train authorised to proceed with points incorrectly set,Cat A SPAD/Points run through -  6V80 (22:37Wembley Reception – Whatley Quarry) passed WY183 signal on the South Arrival line at Wembley Yard by approximately 60 metres; WY450 points had also been run-through. Multi- SPAD.,Network Rail,"DB Cargo (UK), Freightliner Group, Network Rail"
SMIS4513409,2024-01-29 13:54:00.000,202311,Scunthorpe Goods Yard,SPAD and operating incident form,,"Report received advising that wagon number 910330 has been loaded incorrectly, it does not have enough clearance either end and needs to be in the centre of the wagon.",DB Cargo (UK),DB Cargo (UK)
SMIS4513638,2024-02-01 00:00:00.000,202311,Neville Hill LMD (Ns) Northern Rail,SPAD and operating incident form,Other isolation error: Turned back on without removing the bonds.,OHL Incident at Neville Hill,Northern,"Network Rail, Northern"
SMIS4513392,2024-02-01 15:17:00.000,202311,Wembley Yard SCC,SPAD and operating incident form,Wrong route set for train,Wrong route  - 7V50 (14:21 Wembley Receptions 1-7 - Merehead Quarry (Fhh)) at signal WM786 Wembley Yard. Route taken.,Network Rail,"Freightliner Group, Network Rail"
SMIS4513440,2024-02-02 14:49:00.000,202311,Freightliner Felixstowe,SPAD and operating incident form,Other: Lifted wagon,Lifted Wagon at Felixstowe,Freightliner Group,Freightliner Group
SMIS4513481,2024-02-05 05:05:00.000,202312,Wembley Depot,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 4L47 – Wembley,GB Railfreight,"Chiltern Railways, GB Railfreight, Network Rail"
SMIS4513511,2024-02-06 00:00:00.000,202312,Wigan Springs Branch TMD,SPAD and operating incident form,Train rolled back or forwards,"5W44 05:45 Wigan SB - Wigan wallgate reports an unauthorised train movement at Wigan Springs branch.",Northern,"Network Rail, Northern"
SMIS4513640,2024-02-07 00:00:00.000,202312,Wigan Springs Branch TMD,SPAD and operating incident form,Other train movement without authority: Unknown,Driver reports an unauthorised train movement on 5W44 06:02 Wigan springs branch - Wigan wallgate at Wigan spring branch,Northern,"Network Rail, Northern"
SMIS4513534,2024-02-07 02:23:00.000,202312,Ditton Sidings,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 4L62 – Ditton,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4513582,2024-02-09 06:55:00.000,202312,Hastings MDU,SPAD and operating incident form,Wrong route set for train,Hastings staff forgot to pull points in the sidings,Southeastern,Southeastern
SMIS4513590,2024-02-09 20:16:00.000,202312,Gillingham Sidings,SPAD and operating incident form,Other: points moved by staff whilst shunting,Irregular working Gillingham depot,Southeastern,Southeastern
SMIS4513657,2024-02-10 00:00:00.000,202312,Neville Hill LMD (Ns) Northern Rail,SPAD and operating incident form,Other: Run through points,"331016 ran through points at Neville Hill depot",Northern,"Network Rail, Northern"
SMIS4513593,2024-02-11 00:00:00.000,202312,Etches Park LMD (Derby),SPAD and operating incident form,"Other: Kettering Duty Depot Delivery Manager reports a ""Not to Be Moved Board"" has been left on a unit 360117. DDDM reports that there are no tags attached to the Not to be moved board and he has walked around the unit and confirmed no staff working on the unit so the Board has been removed",Depot Incident at Kettering Depot Sidings,East Midlands Railway,"East Midlands Railway, East Midlands Railway"
SMIS4513607,2024-02-12 00:00:00.000,202312,Eastcroft LMD (Nottingham),SPAD and operating incident form,Other: Shunt move,"SPaD SHUNT (EKD288 turn) at Stop Board, Nottingham Eastcroft",East Midlands Railway,"East Midlands Railway, East Midlands Railway"
SMIS351232,2024-02-13 08:44:00.000,202312,,Train derailment,Train authorised to proceed with points incorrectly set,Derailment/points run through: 6E41 (08:41 Carlisle Yard - Dewsbury) ran through No.16 GF points and one wheel of wagon rode up on to the check rail,Network Rail,"Colas Rail, Network Rail"
SMIS4513648,2024-02-13 10:34:00.000,202312,Scunthorpe Goods Yard,SPAD and operating incident form,Other: Paperwork Issue,Operating Irregularity – 6X01 – Scunthorpe,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4513726,2024-02-17 13:32:00.000,202312,Doncaster Belmont Yard,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 6X33 - Doncaster,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4513728,2024-02-18 20:22:00.000,202312,,SPAD and operating incident form,Other: Points run through,Points Run Through – 6G11 – Copyhold,GB Railfreight,GB Railfreight
SMIS4513833,2024-02-22 07:48:00.000,202312,Freightliner Cardiff,SPAD and operating incident form,Other: Wagon Lifted,"608558 Lifted Wagon at Wentloog FLT",Freightliner Group,Freightliner Group
SMIS4513971,2024-02-29 21:04:00.000,202312,Tinsley Smacc Tinsley Yard,SPAD and operating incident form,Other: Brake Drag,Brake Drag - 4L53 - Tinsley,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4514119,2024-03-01 05:20:00.000,202312,Immingham,SPAD and operating incident form,Train door incident,Loco control advise that whilst the loco for 6T21 06:35 Immingham - Santon was running round (66158) the loading hopper doors have opened and dropped iron ore onto the loco and into the radiator compartment. Loco will go to shed for fitters inspection.,DB Cargo (UK),"DB Cargo (UK), GB Railfreight"
SMIS4514006,2024-03-03 11:30:00.000,202313,Tyseley LMD,SPAD and operating incident form,Other: As below,Near Miss at Tyseley,West Midlands Trains,West Midlands Trains
SMIS4514104,2024-03-04 00:00:00.000,202313,Manchester Longsight MDU,SPAD and operating incident form,Other train movement without authority: Train ran through points,"5T10 run through points at Manchester International depot",Northern,"Network Rail, Northern"
SMIS50595,2024-03-04 08:14:00.000,202313,Crewe Carriage Sidings,Fire or explosion (non-train) form,Other isolation error: OLE Disconnector operated out of sequence,"Fire/OCC- Isolation irregularity - OLE Disconnector operated out of sequence when taking an isolation at Crewe Arriva Traincare, burn marks found to the blade of CW-4/17A.  IRIS 35299",Network Rail,"Arriva Rail London, Network Rail, Other, CrossCountry"
SMIS4514397,2024-03-04 12:00:00.000,202313,Bournemouth West LMD,SPAD and operating incident form,None apply,Operating Incident,South Western Railway,South Western Railway
SMIS4514128,2024-03-06 00:00:00.000,202313,Wigan Springs Branch TMD,SPAD and operating incident form,Failure to raise pantograph,Unit 769442 reports an operating incident at Wigan springs branch.,Northern,"Network Rail, Northern"
SMIS4514152,2024-03-06 16:30:00.000,202313,Freightliner Felixstowe,SPAD and operating incident form,Other: Debris on Container Top,"4L36 Debris on Top of Container in Transit",Freightliner Group,Freightliner Group
SMIS4514129,2024-03-07 00:00:00.000,202313,Neville Hill LMD (Ns) Northern Rail,SPAD and operating incident form,Other train movement without authority: Not to be moved board still attached,"158907 was given th eoff for traffic with Not to be moved board still attached.",Northern,"Network Rail, Northern"
SMIS4514143,2024-03-08 01:56:00.000,202313,Pengam Reception Sidings,SPAD and operating incident form,Protection not applied,"OCC - The COSS stated that they had placed a trolley on the line, however, there was no additional protection in place at Pengam Sidings. IRIS 34856",Network Rail,Network Rail
SMIS4514146,2024-03-08 08:47:00.000,202313,Freightliner Manchester,SPAD and operating incident form,Incorrectly transported,DG Container Railed without DGN,Freightliner Group,Freightliner Group
SMIS4515187,2024-03-11 03:05:00.000,202313,Down Yard (Swindon),SPAD and operating incident form,Protection not applied,OCC- Engineering Supervisor staff wrongly gave permission to site staff to work in the down yard sidings at Swindon down yard.,Network Rail,Network Rail
SMIS4514464,2024-03-12 03:40:00.000,202313,Salisbury LMD,SPAD and operating incident form,Other: Uncoupled with stop board attached,Operational Incident - 12/03/2024 03:40:00 NTBMB Incident. A train was uncoupled with stop board attached to the train at Salisbury 3rd Road Depot.,South Western Railway,South Western Railway
SMIS4514200,2024-03-12 23:55:00.000,202313,Nottingham; Nottingham Eastcroft Sidings & Depot,SPAD and operating incident form,Other wrongly authorised train movement,OCC - Signaller making an unsafe train movement at Nottingham Station - Nottingham Eastcroft Carriage Sidings,Network Rail,"Network Rail, East Midlands Railway"
SMIS4514470,2024-03-13 00:00:00.000,202313,Etches Park LMD (Derby),SPAD and operating incident form,Other: wash,Depot Incident at Etches Park,East Midlands Railway,"East Midlands Railway, Other, CrossCountry, East Midlands Railway"
SMIS4514237,2024-03-13 00:00:00.000,202313,Etches Park LMD (Derby),SPAD and operating incident form,Other,Depot Incident at Etches Park,East Midlands Railway,"East Midlands Railway, Other, CrossCountry, East Midlands Railway"
SMIS4514307,2024-03-14 04:23:00.000,202313,Wolverhampton,SPAD and operating incident form,,Network Rail West Coast South Incident Controller advises that they have just received an allegation of speeding through a TSR made by staff working with the HOBC on the Up Fast at Wolverton at around 03:35. The staff stated that 6M63 13:49 Tilbury to Ince & Elton appeared to pass on the Down Slow at a faster speed than other services. T,DB Cargo (UK),DB Cargo (UK)
SMIS4514326,2024-03-18 00:06:00.000,202313,Birch Coppice,SPAD and operating incident form,Other: Other: Incorrect list,DG Irregularity – 4L68 – Birch Coppice,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4514330,2024-03-18 05:04:00.000,202313,,SPAD and operating incident form,Load spoiled,Loading Irregularity – 6G42 – Hope Valley Site,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4514341,2024-03-19 05:34:00.000,202313,Gloucester Yard Jcn YSD,SPAD and operating incident form,Wrong route set for train,Wrong Route- 3G18 (04:48 STKGFDIEP to GTMALVERN ) was wrong routed by Gloucester Panel Signaller at Gloucester Yard Junction. Route not taken.,Network Rail,"Great Western Railway, Network Rail"
SMIS4514508,2024-03-21 16:18:00.000,202313,Wimbledon LMD (London),SPAD and operating incident form,Other: Use of mobile phones,Operational Incident - 21/03/2024 13:05:00 Irregular Working. Three members of engineering staff were seen using their personal mobile phones,South Western Railway,South Western Railway
SMIS4514459,2024-03-25 00:01:00.000,202313,Hoo Junction,SPAD and operating incident form,None apply,OCC: (Route Services) 6G11 wagon 996468 red carded due to sleepers exceeding overhang limits at Hoo Jn. IRIS 35139,Network Rail,"DB Cargo (UK), Network Rail, Other, CrossCountry"
SMIS4514509,2024-03-26 23:08:00.000,202313,Doncaster (Modular Bldg) MDU,SPAD and operating incident form,Other: Brake Drag,Brake Drag - 3Q99 - Hexthorpe,GB Railfreight,GB Railfreight
SMIS4435035,2024-03-29 12:46:00.000,202313,Wembley Depot,Public behaviour form,Other: Failed to check train was clear of passengers before departing to depot.,"3383/24, Ref 1866 – Passenger overcarried onboard Unit 168328 at Wembley Depot",Chiltern Railways,"Chiltern Railways, Network Rail"
SMIS4514618,2024-03-30 00:00:00.000,202313,Hinksey Yard,SPAD and operating incident form,Load not suitable for route,Operating Irregularity – 6R01 – Hinksey Yard,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4514705,2024-04-01 00:02:00.000,202401,Woking Up Yard,SPAD and operating incident form,Wrong route set for train,Wrong route accepted,South Western Railway,"Chiltern Railways, Network Rail, South Western Railway"
SMIS4514743,2024-04-02 01:00:00.000,202401,Clapham Junction LMD (London),SPAD and operating incident form,Wrong route set for train,Operational Incident - 02/04/2024 01:00:00 Wrong route accepted. The Driver of 5Y45 2322 Waterloo - Clapham Depot was signalled into the wrong road at Clapham Yard,South Western Railway,South Western Railway
SMIS4514677,2024-04-03 15:40:00.000,202401,Freightliner Felixstowe,SPAD and operating incident form,Handbrake left on (HBLO),HBLO – 4M29 – Syston Jnc,GB Railfreight,"Freightliner Group, GB Railfreight, Network Rail"
SMIS4514864,2024-04-05 00:23:00.000,202401,Wembley Yard (South),SPAD and operating incident form,None apply,"OCC - CD BC & L- Locomotive travelled towards team on Loco sidings P at Wembley Sidings, locomotive  sounded horn and team moved to position of safety.CD 110330 IRIS 35452",Network Rail,"DB Cargo (UK), Network Rail, Network Rail, Sisk Rail, Sisk Rail"
SMIS4514744,2024-04-06 10:23:00.000,202401,Doncaster Belmont Yard,SPAD and operating incident form,Other: Parking brake left on,Parking Brake Left On – 6G86 – Doncaster,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4514742,2024-04-06 10:51:00.000,202401,Peterborough Tcd,SPAD and operating incident form,Vehicle overloaded,Loading Irregularity – 4L43 - Peterborough,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4514734,2024-04-07 01:25:00.000,202401,,SPAD and operating incident form,Train authorised to proceed with points incorrectly set,OCC  - Route setting irregularity within item 101 - when 6G54 was proceeding to the route set they noticed that CN159 points at Coventry North Yard had been set incorrectly for the movement. IRIS 35435,Network Rail,"GB Railfreight, Network Rail"
SMIS4514750,2024-04-07 10:55:00.000,202401,Doncaster Wood Yard,SPAD and operating incident form,None apply,OCC - Train ran over detonator at Doncaster LDC Yard  - IRIS 35401,Network Rail,Network Rail
SMIS4514776,2024-04-08 05:26:00.000,202401,Hemel Hempstead MDU,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 6X41 – Hemel Hempsted,GB Railfreight,GB Railfreight
SMIS4514833,2024-04-09 21:20:00.000,202401,Farnham LMD,SPAD and operating incident form,Wrong route set for train,Operational Incident - 09/04/2024 21:20:00 Operating Incident. It has been reported that an 8-car unit was accepted onto the road,South Western Railway,South Western Railway
SMIS4514930,2024-04-10 17:36:00.000,202401,Gloucester Yard Jcn,SPAD and operating incident form,Wrong route set for train,Wrong Route - 2E70 (16:39 Bristol Temple Meads - Worcester Foregate Street) was wrong routed by the signaller at signal G237. Route taken.,Network Rail,"Great Western Railway, Network Rail"
SMIS4514961,2024-04-12 06:56:00.000,202401,Theale Yard,SPAD and operating incident form,"Other plant, equipment or materials not removed",OCC - 6A31 (02:20 Whatley Quarry – Theale) struck an air gun and compressor that was left on the line,Network Rail,"Freightliner Group, Network Rail"
SMIS4514953,2024-04-13 17:01:00.000,202401,Toton TMD,SPAD and operating incident form,Other,"H&NM received by TS5 at Toton to report that ""6D12 (11:45 Peak Forest - Toton) arrived at Toton from Peak Forest with 4 MMAs J carded on TOPs for tyre turning",DB Cargo (UK),DB Cargo (UK)
SMIS4514976,2024-04-16 16:27:00.000,202401,St Pancras Church Yard Sidings,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 6F93 – Market Harborough,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4515009,2024-04-18 00:15:00.000,202401,Doncaster Marshgate Depot,SPAD and operating incident form,Protection incorrectly located,OCC - 4R45 (00.45 Immingham Biomass)  struck  PLB and 3 detonators at Doncaster Marshgate Junction,Network Rail,"DB Cargo (UK), Network Rail"
SMIS4515064,2024-04-20 00:00:00.000,202401,Tyseley LMD,SPAD and operating incident form,Other: Not to be Moved Board removed and train moved with fuelling hoses attached,Failure to follow Operational Instructions : Tyseley,West Midlands Trains,West Midlands Trains
SMIS4515270,2024-04-21 01:51:00.000,202401,Wellingborough,SPAD and operating incident form,Protection incorrectly located,OCC/LSR - PWAY (IME Bedford) noticed that the ROLE equipment applied to the OLE for an isolation covering his site of work appeared not to cover his site of work - IRIS-35900,Network Rail,"GB Railfreight, Network Rail"
SMIS4515092,2024-04-22 01:28:00.000,202401,Hams Hall Railfreight Terminal,SPAD and operating incident form,Other: Points run through,Alleged Points Run Through – 4L23 – Hams Hall,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4515168,2024-04-23 14:30:00.000,202401,Penzance (Long Rock) LMD,SPAD and operating incident form,None apply,"OCC - Ponsandane Sidings, Penzance MLN4 325m 60ch, mini digger damage. IRIS 35817 / Project 174231",Network Rail,"Great Western Railway, Network Rail"
SMIS4515182,2024-04-25 14:18:00.000,202401,Bletchley LMD,SPAD and operating incident form,"Other: Not to be moved board was not placed on a unit being worked on by fitters, which then departed as 2K32 with the screen wash cover closed but not locked secure",Other : Bletchley,West Midlands Trains,West Midlands Trains
SMIS4515184,2024-04-25 17:04:00.000,202401,Soho LMD (Birmingham),SPAD and operating incident form,Other train movement without authority: 5G52 drew up to BW1203 signal without the Shunter first gaining authority from the Signaller.,Movement without Authority : Soho LMD,West Midlands Trains,West Midlands Trains
SMIS4515221,2024-04-27 06:57:00.000,202401,West Ruislip Sidings,SPAD and operating incident form,Train runaway,Runaway & Collision – 6O82 – West Ruislip,GB Railfreight,"Chiltern Railways, CrossCountry, GB Railfreight"
SMIS4515246,2024-04-29 21:14:00.000,202402,Freightliner Felixstowe,SPAD and operating incident form,Coupling incorrectly connected,"4L36 Locos Coupled Incorrectly",Freightliner Group,Freightliner Group
SMIS4515268,2024-04-30 13:02:00.000,202402,Freightliner Southampton Maritime,SPAD and operating incident form,Other: Wagon lifted,Lifted Wagon at Southampton Maritime Terminal,Freightliner Group,Freightliner Group
SMIS4515385,2024-05-01 15:29:00.000,202402,Clacton LMD,SPAD and operating incident form,Entering possession,Sidings Possession Irregularity,Greater Anglia,Greater Anglia
SMIS4515304,2024-05-02 01:59:00.000,202402,Doncaster Belmont Yard,SPAD and operating incident form,Other: Shunting Incident,Operating Incident - Roberts Road,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS4515303,2024-05-02 07:53:00.000,202402,Network Rail RIDC Melton,SPAD and operating incident form,Other train movement without authority: moved without permission,Operating Irregularity – 0R58 – RIDC,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4515365,2024-05-03 22:39:00.000,202402,Tinsley Smacc Tinsley Yard,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 4L21 – Tinsley Yard,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS4515319,2024-05-05 00:03:00.000,202402,Doncaster Marshgate Depot,SPAD and operating incident form,Protection incorrectly located,OCC -  5C02 (2343 Goole – Doncaster) struck  a Possession Limits Board  at Doncaster Marshgate Junction - IRIS-36019,Network Rail,"Network Rail, VolkerRail"
SMIS4515400,2024-05-08 05:57:00.000,202402,Acton Yard,SPAD and operating incident form,Train wrongly authorised or signalled into an isolated section,OCC- 7A31 (05:50 Hanwell to Acton Yard) was routed into Acton Yard before permission was given by the Shunter.,Network Rail,"CrossCountry, Network Rail"
SMIS4515426,2024-05-09 00:00:00.000,202402,Cricklewood Sidings,SPAD and operating incident form,Train speeding,"TPWS Brake Demand (KT105 turn), 5U86 at Silkstream Jn",East Midlands Railway,"Network Rail, East Midlands Railway"
SMIS4515436,2024-05-10 23:45:00.000,202402,Edge Hill Depot,SPAD and operating incident form,Wrong route set for train,Wrong route - 5F38 (23:25 Liverpool Lime Street - Edge Hill) at LE44 signal Edge Hill.  Route not taken,Network Rail,"Network Rail, Avanti West Coast"
SMIS4515466,2024-05-11 02:50:00.000,202402,Freightliner Manchester,SPAD and operating incident form,Other: Improper train inspection,"4M60 Arrived at Manchester with Debris on Wagon",Freightliner Group,Freightliner Group
SMIS4515508,2024-05-11 08:30:00.000,202402,Freightliner Manchester,SPAD and operating incident form,Other: Other: Still secured to wagon,Lifted Wagon at Trafford Park,Freightliner Group,Freightliner Group
SMIS4515460,2024-05-11 15:19:00.000,202402,CY102(CO) CREWE COAL YARD (000001406457),SPAD and operating incident form,Other: Control System,"1A60 14:43 Liverpool to Euston SET: 390001 VEH: 69201; TPWS against Red Signal Crewe.",Avanti West Coast,"Network Rail, Avanti West Coast"
SMIS4515445,2024-05-12 12:50:00.000,202402,Toton Down Yard,SPAD and operating incident form,Working outside of protection limits,OCC - COSS working outside of agreed limits for a line blockage at Toton Centre - Toton North Yard,Network Rail,"DB Cargo (UK), Network Rail"
SMIS4515459,2024-05-13 06:28:00.000,202402,Bounds Green LMD,SPAD and operating incident form,Other: Not to moved board attached when leaving depot,"5H01 (0628 BNDS KGX) train moved with stop board still attached to rear cab.",First Hull Trains Limited,"First Hull Trains Limited, Hitachi, London North Eastern Railway"
SMIS4515507,2024-05-13 16:04:00.000,202402,Freightliner Crewe Basford Hall,SPAD and operating incident form,Failure to raise pantograph,"4M63 Dewirement at Crewe Basford Hall",Freightliner Group,Freightliner Group
SMIS4515514,2024-05-14 08:34:00.000,202402,Freightliner Liverpool,SPAD and operating incident form,Train rolled back or forwards,Roll Back – 6E09 – Tuebrook,GB Railfreight,"Freightliner Group, GB Railfreight, Network Rail"
SMIS4515599,2024-05-17 10:06:00.000,202402,Whatley Yard,SPAD and operating incident form,Other: Detonators run over.,"6A18 Ran Over Detonators at Whatley branch",Freightliner Group,"DB Cargo (UK), Freightliner Group, Network Rail"
SMIS4515612,2024-05-19 13:22:00.000,202402,,SPAD and operating incident form,Other: Points run through,Points Run Through – 6G54 – Defford Possession,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4515676,2024-05-20 06:35:00.000,202402,Selhurst Depot,SPAD and operating incident form,Coupling incorrectly connected,Shunting irregularity Selhurst Engineering,Govia Thameslink Railway,Govia Thameslink Railway
SMIS4515636,2024-05-20 08:07:00.000,202402,Peterborough Tcd,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 6Z38 – Peterborough,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS4515661,2024-05-21 19:37:00.000,202402,Wellingborough,SPAD and operating incident form,Handbrake left on (HBLO),Handbrake Partially On – Wellingborough,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4516229,2024-05-25 05:50:00.000,202402,Scunthorpe Goods Yard,SPAD and operating incident form,Item within load not secured,"H&NM report received from North Lincolnshire Mobile Operative. They report ""Wagon 910110 was incorrectly loaded, the top slab of the two was smiling, and only touching the bottom, slab at one corner and in the middle, therefore it was not loaded according to the load pattern. Wagon was reported to Chargeman and shunted out of the train to go back to works for reloading.""",DB Cargo (UK),DB Cargo (UK)
SMIS4515797,2024-05-26 10:34:00.000,202403,Wembley Yard South Junction,SPAD and operating incident form,"Other plant, equipment or materials not removed",OCC  - Detonator left on track at at WY413 pts Wembley Yard.,Network Rail,"Bridgeway Consulting Ltd., Network Rail"
SMIS4515773,2024-05-27 06:08:00.000,202403,Gloucester Yard Jcn,SPAD and operating incident form,Wrong route set for train,"Wrong Route - 2G79 (06:04 Gloucester to Worcester Foregate Street) was wrong routed by the signaller at G333 signal, at Gloucester platform towards the West Curve. Route not taken.",Network Rail,"Great Western Railway, Network Rail"
SMIS4517388,2024-05-27 21:36:00.000,202403,Selhurst Depot,SPAD and operating incident form,Train speeding,Speeding Selhurst Engineering Depot,Govia Thameslink Railway,"Govia Thameslink Railway, Network Rail"
SMIS4515941,2024-06-03 12:37:00.000,202403,Peak Forest Tdc,SPAD and operating incident form,Other: Brake Drag,- Brake Drag – 6J56 – Peak Forest,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4515999,2024-06-03 18:51:00.000,202403,Freightliner Manchester,SPAD and operating incident form,None apply,"4L60 Not Consisted During Journey whilst Carrying Dangerous Goods",Freightliner Group,Freightliner Group
SMIS4516009,2024-06-05 23:58:00.000,202403,Dartford Sidings,SPAD and operating incident form,Wrong route set for train,"Wrong Route: 5M74 (23:47 Dartford to Dartford Up Sidings) wrong routed into Dartford Up Sidings 4, due to train planning error. Route Taken.",Network Rail,"Network Rail, Other, CrossCountry, Southeastern"
SMIS4516089,2024-06-07 00:00:00.000,202403,Goodrington Carriage Sidings,SPAD and operating incident form,Train rolled back or forwards,Unauthorised movement of 5A87 13:01 Paignton to Paignton ECS within Goodrington Carriage Sidings,Great Western Railway,"Great Western Railway, Network Rail"
SMIS4516081,2024-06-10 11:42:00.000,202403,Mossend,SPAD and operating incident form,Other: Brake Drag,Brake Drag - 6L38 - Carlisle,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS4516357,2024-06-10 21:01:00.000,202403,Ferme Park Sidings,SPAD and operating incident form,Wrong route set for train,"Shunter at Ferme Park accepted 5Y18 into siding with route inside set to an occupied platform and 5Y18 would not fit on top, placing train half in and half out of siding.",London North Eastern Railway,"GB Railfreight, Hitachi, Hitachi, London North Eastern Railway, London North Eastern Railway"
SMIS4516210,2024-06-11 09:43:00.000,202403,Didcot Tmd,SPAD and operating incident form,Entering worksite,"Report received from Engineering Standards Manager. WIA 70 4971 028-1 has been moved from Cowley to Didcot without authorisation. The wagon was stored, it required inspection and authorisation in accordance with DBS/EP/0001 before moving but this was not completed/granted before the move. The wagon is shown in Cripple H status - that precludes use for traffic but not for empty movement.",DB Cargo (UK),DB Cargo (UK)
SMIS4516105,2024-06-11 22:01:00.000,202403,Freightliner Felixstowe,SPAD and operating incident form,Other: Brake Drag,Brake Drag - 4M22 - Felixstowe,GB Railfreight,"Freightliner Group, GB Railfreight"
