"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS4369104,2023-05-04 15:23:00.000,202302,Colas Depot Rugby,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4348960,2023-05-06 15:22:00.000,202302,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4348806,2023-05-06 20:30:00.000,202302,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358835,2023-05-08 02:50:00.000,202302,Streatham Hill LMD (London),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4369102,2023-05-09 18:04:00.000,202302,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350856,2023-05-12 09:10:00.000,202302,Wimbledon LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4369101,2023-05-12 11:24:00.000,202302,Heaton LMD,Personal accident form,awkward body movement; slip trip or fall,Non-severe,0.001
SMIS4354909,2023-05-13 17:34:00.000,202302,Old Oak Common LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4349081,2023-05-13 21:55:00.000,202302,Sutton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4349223,2023-05-14 08:20:00.000,202302,Sheffield LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4349247,2023-05-15 17:00:00.000,202302,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4349403,2023-05-17 00:45:00.000,202302,Preston Croft Street LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4349500,2023-05-18 09:00:00.000,202302,Crewe Gresty,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4349804,2023-05-18 11:53:00.000,202302,Inverness LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4349564,2023-05-21 07:30:00.000,202302,Peterborough Tcd,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350209,2023-05-23 07:00:00.000,202302,Penzance (Long Rock) LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4349906,2023-05-25 01:50:00.000,202302,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4350062,2023-05-27 20:50:00.000,202302,Machynlleth LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4350428,2023-06-01 08:30:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350409,2023-06-04 14:00:00.000,202303,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350487,2023-06-05 00:10:00.000,202303,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350437,2023-06-05 06:15:00.000,202303,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350550,2023-06-06 09:50:00.000,202303,Holbeck Jcn & Depot (Leeds),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4360166,2023-06-09 08:15:00.000,202303,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350846,2023-06-10 15:50:00.000,202303,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350948,2023-06-10 23:00:00.000,202303,Ilford LMD (London),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4351111,2023-06-11 05:45:00.000,202303,Slade Green LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4350972,2023-06-12 04:15:00.000,202303,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351073,2023-06-12 11:50:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351045,2023-06-12 17:00:00.000,202303,Huddersfield MDU,Personal accident form,slip trip or fall,Specified,0.125
SMIS4351114,2023-06-13 07:30:00.000,202303,Birkenhead Central LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351209,2023-06-14 10:15:00.000,202303,Guide Bridge MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4369098,2023-06-16 10:20:00.000,202303,Reading Triangle Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351564,2023-06-19 09:00:00.000,202303,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351565,2023-06-19 10:30:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351696,2023-06-21 22:00:00.000,202303,Perth LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4351618,2023-06-21 23:24:00.000,202303,Herne Hill MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352255,2023-06-25 10:30:00.000,202304,Shrub Hill LMD (Worcester),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4352039,2023-06-25 13:00:00.000,202304,Freightliner Leeds,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352171,2023-06-27 08:20:00.000,202304,Knottingley Tmd,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352169,2023-06-28 08:15:00.000,202304,Wimbledon S&T Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358994,2023-06-28 13:30:00.000,202304,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352828,2023-07-01 08:00:00.000,202304,Tyseley LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4352524,2023-07-02 04:00:00.000,202304,Gillingham Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4352791,2023-07-03 07:45:00.000,202304,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352577,2023-07-03 23:30:00.000,202304,Blackburn - Islington Road MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4354607,2023-07-04 23:20:00.000,202304,Letchworth (LMD),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4353087,2023-07-05 23:00:00.000,202304,Shields ET Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4352918,2023-07-07 01:36:00.000,202304,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353136,2023-07-07 15:05:00.000,202304,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353146,2023-07-10 01:35:00.000,202304,Freightliner Southampton Maritime,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4353177,2023-07-10 05:20:00.000,202304,Wimbledon LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353248,2023-07-11 01:00:00.000,202304,Swindon Cocklebury Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353185,2023-07-11 01:10:00.000,202304,Bournemouth Middle Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353388,2023-07-11 14:30:00.000,202304,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4354329,2023-07-13 05:45:00.000,202304,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353639,2023-07-13 23:38:00.000,202304,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353428,2023-07-14 01:00:00.000,202304,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353972,2023-07-15 15:10:00.000,202304,Bournemouth Middle Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353665,2023-07-16 01:40:00.000,202304,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353847,2023-07-18 00:20:00.000,202304,Kirkdale TCS (LMD) (Liverpool),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353839,2023-07-18 18:45:00.000,202304,Freightliner Southampton Maritime,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4354850,2023-07-19 01:35:00.000,202304,Bournemouth Middle Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4353985,2023-07-19 23:00:00.000,202304,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4354503,2023-07-24 09:25:00.000,202305,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4354416,2023-07-24 11:24:00.000,202305,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4355549,2023-07-25 00:50:00.000,202305,Saltley Tcd & Emr,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4355346,2023-07-26 20:40:00.000,202305,Skipton MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4356232,2023-07-31 09:10:00.000,202305,Bedford Midland LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4356582,2023-08-01 00:00:00.000,202305,Paddock Wood Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4356477,2023-08-03 17:00:00.000,202305,Brighton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4355890,2023-08-08 01:00:00.000,202305,Cadder Yard,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4355525,2023-08-09 12:00:00.000,202305,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4355732,2023-08-09 18:30:00.000,202305,Corkerhill CSMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356615,2023-08-10 12:25:00.000,202305,Stirling MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357291,2023-08-10 13:00:00.000,202305,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4355685,2023-08-10 23:45:00.000,202305,Freightliner Crewe Basford Hall,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4355969,2023-08-11 11:45:00.000,202305,Cricklewood Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357788,2023-08-13 15:15:00.000,202305,Eastbourne LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356415,2023-08-16 11:00:00.000,202305,Beeston Castle MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356256,2023-08-16 23:50:00.000,202305,Wimbledon S&T Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4357592,2023-08-17 05:43:00.000,202305,Ashford depot (carriage sidings),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357699,2023-08-17 23:00:00.000,202305,Eastleigh,Personal accident form,slip trip or fall,Specified,0.125
SMIS4358332,2023-08-19 21:00:00.000,202305,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357114,2023-08-21 08:00:00.000,202306,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356661,2023-08-21 11:20:00.000,202306,Slade Green LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356624,2023-08-21 16:44:00.000,202306,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356786,2023-08-22 11:00:00.000,202306,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356832,2023-08-23 02:00:00.000,202306,Exeter Olds View Depot MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4356946,2023-08-24 10:50:00.000,202306,Freightliner Felixstowe,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357370,2023-08-30 01:00:00.000,202306,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358410,2023-08-30 03:05:00.000,202306,Salisbury LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4357430,2023-08-30 16:00:00.000,202306,Corkerhill CSMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357612,2023-09-04 09:40:00.000,202306,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4357930,2023-09-06 09:30:00.000,202306,Chester Middle Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4371883,2023-09-06 15:50:00.000,202306,Maidenhead Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4359167,2023-09-07 17:00:00.000,202306,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359251,2023-09-11 01:00:00.000,202306,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358460,2023-09-11 17:37:00.000,202306,Freightliner Ipswich,Personal accident form,slip trip or fall,Specified,0.125
SMIS4358437,2023-09-12 00:00:00.000,202306,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358307,2023-09-12 00:00:00.000,202306,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4358507,2023-09-14 05:20:00.000,202306,Fratton Tcd (LMD),Personal accident form,slip trip or fall,Specified,0.125
SMIS4359539,2023-09-14 05:55:00.000,202306,Farnham LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359209,2023-09-18 07:00:00.000,202307,Wigan Springs Branch TMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4358988,2023-09-18 10:48:00.000,202307,Freightliner Manchester,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359318,2023-09-19 00:00:00.000,202307,"Railway Sidings, Romford ROC Dr, Romford RM7 0SX, UK",Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4359222,2023-09-19 20:40:00.000,202307,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359375,2023-09-21 23:45:00.000,202307,Corkerhill CSMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359411,2023-09-25 08:30:00.000,202307,Sandwell and Dudley Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4359741,2023-09-27 21:00:00.000,202307,Rutherglen Cabins MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361707,2023-10-02 12:15:00.000,202307,Brighton MDU,Personal accident form,slip trip or fall,Specified,0.125
SMIS4360278,2023-10-04 09:00:00.000,202307,Hornsey MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4360273,2023-10-05 03:00:00.000,202307,Peak Forest Tdc,Personal accident form,slip trip or fall,Specified,0.125
SMIS4360619,2023-10-07 01:20:00.000,202307,Grove Park Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4360479,2023-10-09 09:10:00.000,202307,Wimbledon S&T Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4360745,2023-10-10 22:00:00.000,202307,Woking Down Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4360734,2023-10-11 10:30:00.000,202307,Crewe Wistaton Road MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4360720,2023-10-11 12:10:00.000,202307,Soho LMD (Birmingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4360795,2023-10-11 20:30:00.000,202307,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361114,2023-10-12 02:50:00.000,202307,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361440,2023-10-14 04:30:00.000,202307,Fratton Tcd (LMD),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361181,2023-10-16 00:00:00.000,202308,Bathgate LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361067,2023-10-16 07:30:00.000,202308,Tyseley LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4361184,2023-10-17 00:00:00.000,202308,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361411,2023-10-18 11:45:00.000,202308,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361381,2023-10-19 09:20:00.000,202308,Liverpool Edge Hill MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4361666,2023-10-21 08:30:00.000,202308,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361623,2023-10-24 07:00:00.000,202308,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361876,2023-10-24 09:30:00.000,202308,Doncaster Carr Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362030,2023-10-24 12:36:00.000,202308,Wimbledon LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361974,2023-10-24 18:10:00.000,202308,Crewe Carriage Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361900,2023-10-25 00:30:00.000,202308,Bathgate LMD,Personal accident form,awkward body movement; slip trip or fall,Non-severe,0.001
SMIS4361904,2023-10-25 02:30:00.000,202308,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364020,2023-10-25 10:04:00.000,202308,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4361993,2023-10-26 04:46:00.000,202308,"Westbury Tcd, Dn & Up Sidings & Wmo",Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4361991,2023-10-26 22:30:00.000,202308,Freightliner Felixstowe,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362545,2023-10-27 01:45:00.000,202308,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362095,2023-10-28 01:00:00.000,202308,Freightliner Felixstowe,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362673,2023-10-30 00:00:00.000,202308,Doncaster Wood Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4363847,2023-10-30 10:45:00.000,202308,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364125,2023-11-02 11:00:00.000,202308,Brighton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362649,2023-11-04 10:42:00.000,202308,Freightliner Crewe Basford Hall,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4362736,2023-11-07 04:00:00.000,202308,Pitsea Up Siding,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364620,2023-11-09 12:05:00.000,202308,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4363158,2023-11-09 13:30:00.000,202308,Allerton LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4363092,2023-11-10 21:30:00.000,202308,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4363048,2023-11-11 02:24:00.000,202308,Acton Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365029,2023-11-11 18:00:00.000,202308,Ilford LMD (London),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4363404,2023-11-12 20:40:00.000,202309,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4369096,2023-11-13 18:00:00.000,202309,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364946,2023-11-14 13:56:00.000,202309,Lovers Walk TMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368371,2023-11-14 23:45:00.000,202309,Farnham LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4363696,2023-11-16 00:00:00.000,202309,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365425,2023-11-17 11:40:00.000,202309,Axiom Stoke Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4363862,2023-11-21 07:30:00.000,202309,Inverkeithing MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4364248,2023-11-22 01:30:00.000,202309,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364162,2023-11-24 20:30:00.000,202309,Plumstead Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4364386,2023-11-25 04:42:00.000,202309,Freightliner Felixstowe,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364273,2023-11-25 10:00:00.000,202309,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364306,2023-11-26 19:05:00.000,202309,Dartford Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4364505,2023-11-26 21:00:00.000,202309,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4364801,2023-11-29 19:30:00.000,202309,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365043,2023-12-01 11:30:00.000,202309,Ashford depot (carriage sidings),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365051,2023-12-05 02:27:00.000,202309,Wimbledon LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4369093,2023-12-05 08:15:00.000,202309,Port Talbot MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365850,2023-12-05 14:00:00.000,202309,Hull LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365011,2023-12-05 23:00:00.000,202309,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365026,2023-12-06 06:44:00.000,202309,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365079,2023-12-06 16:00:00.000,202309,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365200,2023-12-07 06:05:00.000,202309,Tyseley LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365143,2023-12-07 07:20:00.000,202309,Kennethmont railway yard carpark,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365445,2023-12-08 13:50:00.000,202309,Aylesbury LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365359,2023-12-11 00:00:00.000,202310,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365627,2023-12-11 02:00:00.000,202310,Bishops Stortford MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367453,2023-12-15 00:40:00.000,202310,Barton Mills LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365757,2023-12-15 09:25:00.000,202310,Clapham Junction MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367459,2023-12-15 09:56:00.000,202310,Farnham LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366139,2023-12-16 10:40:00.000,202310,Shrewsbury Abbey Foregate LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4365976,2023-12-17 09:30:00.000,202310,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4367361,2023-12-19 00:00:00.000,202310,Clapham Junction LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366063,2023-12-19 14:31:00.000,202310,Guildford Pway depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4372856,2023-12-20 00:00:00.000,202310,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4369260,2023-12-20 00:56:00.000,202310,Clayhills LMD (Aberdeen),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366368,2023-12-21 18:30:00.000,202310,Machynlleth LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366545,2023-12-27 14:00:00.000,202310,Knottingley MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366853,2023-12-29 02:15:00.000,202310,Corkerhill CSMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367152,2023-12-30 14:15:00.000,202310,Skipton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366750,2023-12-31 00:48:00.000,202310,Tyseley LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366669,2024-01-02 06:45:00.000,202310,Taunton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4366795,2024-01-03 05:00:00.000,202310,Peterborough Bldg & Stores MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367195,2024-01-04 08:40:00.000,202310,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367764,2024-01-04 15:33:00.000,202310,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367037,2024-01-05 02:30:00.000,202310,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367010,2024-01-07 04:38:00.000,202311,Wembley Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367512,2024-01-09 08:25:00.000,202311,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368309,2024-01-09 10:30:00.000,202311,Selhurst Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4368416,2024-01-10 05:33:00.000,202311,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367384,2024-01-10 06:30:00.000,202311,Shrub Hill LMD (Worcester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368504,2024-01-10 20:05:00.000,202311,Brighton LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4367405,2024-01-10 23:04:00.000,202311,Reading Napier Road MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367426,2024-01-11 00:00:00.000,202311,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367689,2024-01-11 06:04:00.000,202311,Wimbledon LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367645,2024-01-11 14:30:00.000,202311,Cardiff Canton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367762,2024-01-12 00:00:00.000,202311,Freightliner Crewe Basford Hall,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4370426,2024-01-13 02:32:00.000,202311,Clayhills LMD (Aberdeen),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367748,2024-01-13 13:30:00.000,202311,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367701,2024-01-14 01:55:00.000,202311,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367519,2024-01-14 14:30:00.000,202311,Guildford Pway depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368427,2024-01-15 23:30:00.000,202311,Rhymney depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4367859,2024-01-16 09:22:00.000,202311,Corkerhill CSMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4368048,2024-01-17 00:00:00.000,202311,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4367977,2024-01-17 10:30:00.000,202311,Cardiff Canton Depot (Pass),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368181,2024-01-18 00:40:00.000,202311,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368188,2024-01-18 06:05:00.000,202311,Carlisle St Nicholas Bridge MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368443,2024-01-18 13:50:00.000,202311,Freightliner Crewe Basford Hall,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4369331,2024-01-19 00:15:00.000,202311,Stourbridge Junction Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368208,2024-01-20 23:10:00.000,202311,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368518,2024-01-22 04:00:00.000,202311,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4368795,2024-01-27 08:00:00.000,202311,Clacton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
