"smis_reference","event_date","period","place","report_title","sub_event","personal_accident_type","fwi_2013"
SMIS4377604,2024-04-16 12:00:00.000,202401,Axiom Stoke Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374299,2024-04-16 15:40:00.000,202401,Coleham Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374791,2024-04-16 16:00:00.000,202401,Ilford LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374673,2024-04-17 04:14:00.000,202401,Bournemouth West LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4377605,2024-04-17 08:10:00.000,202401,Axiom Stoke Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374786,2024-04-17 08:30:00.000,202401,Ilford LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374431,2024-04-17 09:18:00.000,202401,Shields ET Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374834,2024-04-17 14:30:00.000,202401,Allerton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374845,2024-04-18 01:30:00.000,202401,Newton Heath LMD (Manchester),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374430,2024-04-18 04:40:00.000,202401,DRS Motherwell,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375279,2024-04-18 08:40:00.000,202401,Brighton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377607,2024-04-19 13:00:00.000,202401,Mountsorrel Yard,Personal accident form,person interaction,,0.001
SMIS4375284,2024-04-19 22:06:00.000,202401,Selhurst Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374860,2024-04-20 01:00:00.000,202401,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4374876,2024-04-21 01:00:00.000,202401,Ashford depot (carriage sidings),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374981,2024-04-22 15:00:00.000,202401,Allerton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375041,2024-04-22 22:08:00.000,202401,Clapham Junction LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374986,2024-04-22 23:47:00.000,202401,Freightliner Manchester,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374988,2024-04-23 09:30:00.000,202401,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375037,2024-04-23 15:41:00.000,202401,Canton Buildings MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374945,2024-04-23 16:14:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4374979,2024-04-23 16:33:00.000,202401,Crawley New Yard,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4374948,2024-04-23 23:02:00.000,202401,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375030,2024-04-24 10:19:00.000,202401,Feltham Pway depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4375014,2024-04-24 10:56:00.000,202401,Norwich MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376429,2024-04-24 11:20:00.000,202401,Lovers Walk TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4375897,2024-04-24 16:00:00.000,202401,Crown Point LMD (Norwich),Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4375096,2024-04-25 01:00:00.000,202401,Stirling MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375381,2024-04-25 03:20:00.000,202401,Brighton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375132,2024-04-25 10:30:00.000,202401,Inverness TMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4375123,2024-04-25 12:46:00.000,202401,Freightliner Birmingham,Personal accident form,train fault; other event resulting in injury fatality,,0.001
SMIS4375294,2024-04-26 00:00:00.000,202401,Exeter Olds View Depot MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4375252,2024-04-26 10:50:00.000,202401,Shields ET Depot,Personal accident form,person interaction,Interaction with train,0.01
SMIS4375384,2024-04-26 22:20:00.000,202401,Old Oak Common LMD (London),Personal accident form,person interaction,Interaction with train,0.001
SMIS4375398,2024-04-27 21:40:00.000,202401,Bedford Midland LMD,Personal accident form,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS4375171,2024-04-28 09:44:00.000,202402,Scunthorpe MDU,Personal accident form,person interaction; electric shock,Electric shock,0.001
SMIS4375620,2024-04-28 10:00:00.000,202402,Bournemouth West LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4375500,2024-04-28 12:15:00.000,202402,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376078,2024-04-29 15:42:00.000,202402,Fratton Tcd (LMD),Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4377675,2024-04-30 08:18:00.000,202402,Immingham,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4375415,2024-04-30 09:55:00.000,202402,,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4377677,2024-04-30 11:15:00.000,202402,Peterborough Tcd,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4377676,2024-04-30 13:24:00.000,202402,,Personal accident form,person interaction; slip trip or fall,"Slip, trip, fall",0.01
SMIS4376188,2024-04-30 23:45:00.000,202402,Fratton Tcd (LMD),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4375538,2024-05-01 22:15:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375585,2024-05-02 00:40:00.000,202402,Reading Traincare Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376044,2024-05-02 01:00:00.000,202402,Chester Middle Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4376210,2024-05-02 01:30:00.000,202402,Salisbury LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4390523,2024-05-02 07:30:00.000,202402,Aylesbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4377678,2024-05-02 09:30:00.000,202402,Port Talbot MDU,Personal accident form,,,0.01
SMIS4436841,2024-05-02 18:44:00.000,202402,Yardley Wood,Public behaviour form,person in a prohibited area,,0.001
SMIS4375666,2024-05-03 00:00:00.000,202402,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376428,2024-05-03 12:15:00.000,202402,Littlehampton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375727,2024-05-05 00:30:00.000,202402,High Wycombe Station MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4375701,2024-05-05 04:01:00.000,202402,Doncaster Marshgate Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4375718,2024-05-05 19:10:00.000,202402,Hither Green,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376480,2024-05-06 11:00:00.000,202402,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375709,2024-05-06 16:43:00.000,202402,Lowestoft MDU,Personal accident form,other event resulting in injury fatality,,0.001
SMIS4375885,2024-05-07 03:17:00.000,202402,Willesden Carriage Shed Sth,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4375862,2024-05-07 11:20:00.000,202402,,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375892,2024-05-07 13:46:00.000,202402,Eastleigh,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4375959,2024-05-07 16:45:00.000,202402,Freightliner Cardiff,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377377,2024-05-07 20:15:00.000,202402,Salisbury LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4375942,2024-05-07 23:00:00.000,202402,Reading Traincare Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376027,2024-05-08 07:00:00.000,202402,Tyseley LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4376676,2024-05-08 12:26:00.000,202402,Selhurst Depot,Personal accident form,person interaction; electric shock,Electric shock,0.001
SMIS4376012,2024-05-08 14:30:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4375995,2024-05-08 23:40:00.000,202402,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376611,2024-05-09 07:30:00.000,202402,Rhymney depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381085,2024-05-10 08:30:00.000,202402,Allerton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376623,2024-05-10 21:00:00.000,202402,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376637,2024-05-12 00:30:00.000,202402,Treherbert depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376601,2024-05-13 02:30:00.000,202402,Truro MDU,Personal accident form,,,0.01
SMIS4376974,2024-05-13 10:35:00.000,202402,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378138,2024-05-13 14:04:00.000,202402,Plumstead Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376461,2024-05-14 09:24:00.000,202402,Merehead Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376575,2024-05-15 02:30:00.000,202402,Hull LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379828,2024-05-15 12:30:00.000,202402,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376940,2024-05-15 15:35:00.000,202402,Bristol Barton Hill TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376657,2024-05-16 00:00:00.000,202402,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376674,2024-05-16 01:30:00.000,202402,Plymouth (Laira) Diesel LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4377150,2024-05-16 11:20:00.000,202402,Selhurst Depot,Personal accident form,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS4379057,2024-05-16 17:00:00.000,202402,Camden MDU,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4376953,2024-05-17 08:15:00.000,202402,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376920,2024-05-17 22:15:00.000,202402,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4376899,2024-05-19 00:01:00.000,202402,Shoeburyness CSD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4376900,2024-05-19 00:17:00.000,202402,Shoeburyness CSD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381360,2024-05-19 02:45:00.000,202402,Allerton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377211,2024-05-19 09:07:00.000,202402,Eastbourne LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4376903,2024-05-20 08:00:00.000,202402,Camden MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4376925,2024-05-20 13:00:00.000,202402,Tyseley LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377028,2024-05-21 05:13:00.000,202402,Shrub Hill LMD (Worcester),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377052,2024-05-21 07:30:00.000,202402,Hull LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377474,2024-05-21 08:20:00.000,202402,Brighton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4377091,2024-05-21 11:40:00.000,202402,Corkerhill CSMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381871,2024-05-22 00:48:00.000,202402,Letchworth (LMD),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377132,2024-05-22 06:30:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4377099,2024-05-22 09:22:00.000,202402,Blackburn - Islington Road MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4377133,2024-05-22 11:30:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4377489,2024-05-22 14:29:00.000,202402,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377135,2024-05-22 21:00:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4378307,2024-05-23 23:20:00.000,202402,Wimbledon LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377644,2024-05-23 23:49:00.000,202402,Selhurst Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4377203,2024-05-24 02:00:00.000,202402,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377335,2024-05-25 10:30:00.000,202402,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4377794,2024-05-26 09:30:00.000,202403,Selhurst Depot,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4377297,2024-05-27 05:31:00.000,202403,Canton Buildings MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377420,2024-05-27 07:50:00.000,202403,Hastings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378329,2024-05-27 09:00:00.000,202403,Bournemouth Middle Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377408,2024-05-27 20:10:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378503,2024-05-27 21:45:00.000,202403,Bournemouth West LMD,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4377659,2024-05-28 13:00:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction; electric shock,"Interaction with plant, machine, equip or tool",0.01
SMIS4377659,2024-05-28 13:00:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction; electric shock,Electric shock,0.01
SMIS4381076,2024-05-29 09:50:00.000,202403,Allerton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377628,2024-05-29 20:38:00.000,202403,Freightliner Felixstowe,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.125
SMIS4377646,2024-05-30 13:30:00.000,202403,Tyseley LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4378592,2024-05-31 00:20:00.000,202403,Strawberry Hill LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377756,2024-05-31 03:00:00.000,202403,Willesden Euroterminal,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4378201,2024-05-31 13:00:00.000,202403,Stewarts Lane LMD (London),Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4378479,2024-05-31 21:25:00.000,202403,Salisbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377702,2024-06-01 00:00:00.000,202403,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4377907,2024-06-01 10:20:00.000,202403,Heaton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4378189,2024-06-02 10:45:00.000,202403,Plymouth (Laira) Diesel LMD,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4378539,2024-06-02 22:30:00.000,202403,Tyseley LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4377832,2024-06-03 23:27:00.000,202403,Eastleigh,Personal accident form,slip trip or fall,"Slip, trip, fall",0.125
SMIS4380069,2024-06-04 11:43:00.000,202403,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380014,2024-06-04 12:00:00.000,202403,Selhurst Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378585,2024-06-06 00:38:00.000,202403,Selhurst Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4379102,2024-06-06 10:00:00.000,202403,Crewe Iemd,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379838,2024-06-06 12:15:00.000,202403,Bournemouth West LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379860,2024-06-06 15:00:00.000,202403,Salisbury LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4378165,2024-06-06 19:30:00.000,202403,Haymarket LMD (Edinburgh),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378305,2024-06-08 00:00:00.000,202403,Eastcroft LMD (Nottingham),Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4378486,2024-06-10 13:00:00.000,202403,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382471,2024-06-10 14:00:00.000,202403,Aylesbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378770,2024-06-11 00:00:00.000,202403,Eastcroft LMD (Nottingham),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4379001,2024-06-11 06:25:00.000,202403,Toton TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378763,2024-06-11 09:36:00.000,202403,Brighton LMD,Personal accident form,other event resulting in injury fatality,,0.001
SMIS4378659,2024-06-11 10:30:00.000,202403,Blackburn Bridge St MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4378766,2024-06-11 11:55:00.000,202403,Selhurst Depot,Personal accident form,person interaction,Interaction with train,0.001
SMIS4378819,2024-06-11 15:00:00.000,202403,Long Valley Sidings (Basingstoke),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4378530,2024-06-11 21:18:00.000,202403,London Gateway Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4378613,2024-06-12 11:30:00.000,202403,Slade Green LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378852,2024-06-12 16:24:00.000,202403,Heaton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378852,2024-06-12 16:24:00.000,202403,Heaton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379912,2024-06-13 00:00:00.000,202403,Shoeburyness CSD,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4379067,2024-06-13 02:30:00.000,202403,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378768,2024-06-14 01:30:00.000,202403,Penzance (Long Rock) LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378836,2024-06-14 09:30:00.000,202403,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4379079,2024-06-14 11:15:00.000,202403,Cambridge Cavendish Rd LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378803,2024-06-14 12:50:00.000,202403,Blackburn - Islington Road MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378827,2024-06-14 13:28:00.000,202403,Tyne Yard (Incl Tcd),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4378952,2024-06-14 22:38:00.000,202403,Newton Heath LMD (Manchester),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378786,2024-06-15 07:36:00.000,202403,Sandwell and Dudley Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4378906,2024-06-16 00:00:00.000,202403,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4378977,2024-06-16 23:20:00.000,202403,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4379077,2024-06-17 11:40:00.000,202403,Hull LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379087,2024-06-18 09:15:00.000,202403,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4379291,2024-06-18 22:10:00.000,202403,West Marina Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380276,2024-06-19 00:00:00.000,202403,Axiom Stoke Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4379142,2024-06-19 10:30:00.000,202403,Tyseley LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379237,2024-06-20 00:00:00.000,202403,Etches Park LMD (Derby),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4379346,2024-06-20 02:30:00.000,202403,Westbury AHD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4379265,2024-06-20 17:15:00.000,202403,Ilford LMD (London),Personal accident form,electric shock; person interaction,Electric shock,0.001
SMIS4379428,2024-06-20 18:15:00.000,202403,Bristol St Philips Marsh LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4379371,2024-06-21 22:30:00.000,202403,Crown Point LMD (Norwich),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4379517,2024-06-24 11:00:00.000,202404,East Ham LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379795,2024-06-24 23:38:00.000,202404,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4380154,2024-06-25 07:50:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.125
SMIS4388091,2024-06-26 12:30:00.000,202404,Hull LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379835,2024-06-26 22:50:00.000,202404,Ashford depot (carriage sidings),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380327,2024-06-27 00:00:00.000,202404,Dover Priory MDU,Personal accident form,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS4380327,2024-06-27 00:00:00.000,202404,Dover Priory MDU,Personal accident form,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS4382478,2024-06-27 12:00:00.000,202404,Aylesbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4380922,2024-06-28 00:00:00.000,202404,Peterborough Tcd,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382561,2024-06-28 05:50:00.000,202404,Stourbridge Junction Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4380043,2024-06-28 16:55:00.000,202404,Crown Point LMD (Norwich),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4382009,2024-06-29 00:00:00.000,202404,Mossend,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382509,2024-07-01 09:00:00.000,202404,Aylesbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4379927,2024-07-01 09:12:00.000,202404,Selhurst Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380092,2024-07-01 14:50:00.000,202404,Orient Way,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4380885,2024-07-01 18:01:00.000,202404,Old Oak Common LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4380148,2024-07-02 00:00:00.000,202404,Etches Park LMD (Derby),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380175,2024-07-02 00:30:00.000,202404,Hull LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4380168,2024-07-02 03:40:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380371,2024-07-02 08:32:00.000,202404,Lovers Walk TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4380411,2024-07-03 00:00:00.000,202404,Eastcroft LMD (Nottingham),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4380269,2024-07-03 22:10:00.000,202404,Bathgate LMD,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4380314,2024-07-04 04:35:00.000,202404,Bletchley James Way MDU,Personal accident form,life saving rule breach; person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4380498,2024-07-05 00:00:00.000,202404,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4380570,2024-07-05 17:46:00.000,202404,Brighton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380673,2024-07-06 00:35:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4381857,2024-07-06 01:00:00.000,202404,Heaton LMD,Personal accident form,person interaction,Interaction with train,0.01
SMIS4393401,2024-07-06 13:00:00.000,202404,Toton TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380714,2024-07-07 11:45:00.000,202404,Haymarket LMD (Edinburgh),Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4380484,2024-07-07 13:00:00.000,202404,Freightliner Crewe Basford Hall,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380713,2024-07-08 09:15:00.000,202404,Freightliner Felixstowe,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4380877,2024-07-08 09:40:00.000,202404,Heaton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382080,2024-07-09 02:50:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380905,2024-07-09 06:30:00.000,202404,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4393490,2024-07-09 07:30:00.000,202404,Stoke On Trent MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382137,2024-07-09 11:00:00.000,202404,Whitemoor Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4380747,2024-07-09 16:40:00.000,202404,Camden MDU,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4393492,2024-07-10 00:00:00.000,202404,Peak Forest Tdc,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
