"smis_reference","event_date","period","place","report_title","personal_accident_type","description"
SMIS456560,2023-03-28 00:00:00.000,202213,,SPAD and operating incident form,,MDD at Holbeck reports an operating incident whilst attempting a shunt move at Holbeck.
SMIS456379,2023-03-28 02:04:00.000,202213,London Gateway Depot,SPAD and operating incident form,,Points run through – 4M68 – London Gateway
SMIS4414155,2023-03-28 06:31:00.000,202213,Crown Point LMD (Norwich),Public behaviour form,,Vandalism - Machine 73944 6J25 was graffitied at Norwich Yard. IRIS 27299
SMIS456371,2023-03-28 11:20:00.000,202213,Whitemoor Yard,SPAD and operating incident form,,Wheel Flats – 6E04 – Whitemoor Yard
SMIS4345780,2023-03-28 15:10:00.000,202213,Crewe Gresty,Personal accident form,"Slip, trip, fall",PA: Member of staff tripped on uneven ground between machines at Crewe depot  IRIS 27298
SMIS456368,2023-03-28 15:25:00.000,202213,Freightliner Felixstowe,SPAD and operating incident form,,Loading Irregularity – 4E53 – Felixstowe
SMIS482310,2023-03-28 16:01:00.000,202213,Willesden Brent Sidings,Control system form,,"AWS:  4L48 (88007) had received an AWS Code 2 at WM780, reception at Brent."
SMIS4414269,2023-03-28 19:20:00.000,202213,Ferme Park Sidings,Public behaviour form,,Vandalism/Trespass - Two people driving a white van to the site and breaking in at Ferme Park Sidings.  SCO 52051 IRIS 27364
SMIS4347058,2023-03-28 19:35:00.000,202213,Wimbledon LMD (London),Personal accident form,Interaction with train,"28/03/2023 19:35:00 Wimbledon Train Depot PTI injury whilst boarding/alighting (Not - STF). A member of staff injured their back whilst alighting the 5Y54 1854"
SMIS462083,2023-03-28 23:15:00.000,202213,Freightliner Felixstowe,Train failure form,,"608002 Buffer Locked Due to Lifted Wagon at Felixstowe"
SMIS4345638,2023-03-29 02:50:00.000,202213,Newcastle On Tyne Forth Yd MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA - IP twisted his right wrist when the drill became stuck and spinned at Newcastle Depot IRIS 27336
SMIS456433,2023-03-29 07:25:00.000,202213,Mountsorrel Yard,SPAD and operating incident form,,"Further to e-mail received yesterday by the SDM, documentation received from engineering staff confirming that HRA wagons 7067 230025, 230629 & 230678 that have all been loaded to travel to Radlett within 6C33 despite being overdue mandatory maintenance, VIBT, and so cannot be loaded in TOPS have been inspected by C&W staff and confirmed as safe to travel."
SMIS456431,2023-03-29 09:05:00.000,202213,Mountsorrel Yard,SPAD and operating incident form,,"Advised by staff at Mountsorrel that wagon HOA 7069 570098 has been presented, loaded, to travel to Barham within consist of 6L42. The wagon is overdue mandatory maintenance, PPM, and so cannot be loaded in TOPS."
SMIS4345861,2023-03-29 09:32:00.000,202213,Feltham Pway depot,Personal accident form,Awkward body movement,A depot staff injured themselves whilst  they tried to open the driver side cab door which was really stiff so they had to use a bit of force.
SMIS4345656,2023-03-29 10:31:00.000,202213,Milford Haven (Puma Energy Ltd),Personal accident form,"Interaction with plant, machine, equip or tool",Maintenance Production Manager south reports the contractor working for DB Cargo at Milford Haven has walked on a nail which has pierced his DeWalt Safety boot
SMIS4347929,2023-03-29 10:36:00.000,202213,Freightliner Crewe Basford Hall,Personal accident form,"Slip, trip, fall",Leg Graze after Partial Fall through Manhole Cover
SMIS4345743,2023-03-29 16:55:00.000,202213,Crown Point LMD (Norwich),Personal accident form,"Interaction with plant, machine, equip or tool",Contractor cut hand on chisel
SMIS4346061,2023-03-29 17:00:00.000,202213,Wembley Depot,Personal accident form,"Slip, trip, fall","3861/23 – Staff Member hurt knee and shoulder at Wembley Depot"
SMIS456424,2023-03-29 22:50:00.000,202213,Wembley Yard (South),SPAD and operating incident form,,CAT A SPAD -  7V23 (22:37 Wembley Yard – Merehead Quarry) passed WY183 signal on the Locomotive Siding Road at Wembley Yard by approximately  20 metres.
SMIS4346799,2023-03-30 05:30:00.000,202213,Clayhills LMD (Aberdeen),Personal accident form,"Slip, trip, fall",Depot staff fell backwards after pulling too hard on a shore supply plugged into a HST power car.
SMIS456630,2023-03-30 08:05:00.000,202213,Hinksey Yard,SPAD and operating incident form,,Report received from Oxfordshire SAM. During the roll by examination at Hinksey of 4O39 (BMW Cowley- Southampton Eastern Docks) the MO noticed a chain for one of the internal ramps in the WIA was hanging outside of the self-contained WIA lid.
SMIS456629,2023-03-30 09:00:00.000,202213,Immingham,SPAD and operating incident form,,"North Lincolnshire groundstaff report that upon arriving 6E64, 01:34 Ripple Lane to Immingham Pad 1, they walked around the set to check wagon consist and wagon condition before offloading product and found that the consist was wrong on TOPS and also wagon 500149 is physically isolated but not showing as isolated on TOPS."
SMIS477569,2023-03-30 09:01:00.000,202213,Coal Yard (Crewe),Infrastructure failure and irregular signal aspect form,,Signal passed(E): 1S42 (07:30 Euston - Glasgow Central) at CY49 signal Crewe Coal Yard passed by a signal section due to signaller error
SMIS4345814,2023-03-30 11:20:00.000,202213,Crown Point LMD (Norwich),Personal accident form,"Interaction with plant, machine, equip or tool",Contractor trapped finger whilst examining unit
SMIS4414264,2023-03-30 12:22:00.000,202213,Singlewell IMD,Public behaviour form,,Vandalism - NRHS Singlewell DU - Land Sheriff reported that the cable lies to secure the boundary fence had be cut at Singlewell DU.
SMIS4414287,2023-03-30 12:24:00.000,202213,Camden MDU,Public behaviour form,,Passengers on ECS (class 5) : Camden Sidings
SMIS456628,2023-03-30 13:05:00.000,202213,Tees Yard,SPAD and operating incident form,,Groundstaff at Tees yard advise that wagon 7049 385279 which was conveyed on 6N31 30/03/21 Scunthorpe to Lackenby on arrival at Tees yard was found that the bloom had moved on wagon. Wagon red carded detached from the train at Tees Yard.
SMIS3722566,2023-03-30 15:17:00.000,202213,Etches Park LMD (Derby),"Train striking or struck by animal, object or road vehicle",,TSBS - Train stuck a rolling shutter door at Derby Etches Park Sidings
SMIS456522,2023-03-30 15:32:00.000,202213,Etches Park LMD (Derby),SPAD and operating incident form,,Depot Incident at Etches Park
SMIS456521,2023-03-30 16:03:00.000,202213,Cardiff Canton LMD,SPAD and operating incident form,,Pantograph Damage – 3Q34 – Cardiff Canton
SMIS4346108,2023-03-30 22:27:00.000,202213,Cowley BMW Car Terminal,Personal accident form,"Interaction with plant, machine, equip or tool",Advised by Oxfordshire SDM that he has been advised by BMW Oxford that a unnamed member of SCH staff (company sub contacted by DB Cargo to load cars at Oxford) Sustained a Head Injury whilst moving through a train Carriage. He was in pain and had a swelling on his head.
SMIS456514,2023-03-30 23:32:00.000,202213,Etches Park LMD (Derby),SPAD and operating incident form,,Depot Incident at Etches Park
SMIS4414299,2023-03-31 00:00:00.000,202213,Heaton LMD,Public behaviour form,,Unit Vandalism at Heaton depot with LNER unit
SMIS4414754,2023-03-31 00:00:00.000,202213,Canton Buildings MDU,Public behaviour form,,Canton - Shunter called NR van across level crossing whilst train was in motion
SMIS456508,2023-03-31 00:36:00.000,202213,Tinsley Smacc Tinsley Yard,SPAD and operating incident form,,Loading Irregularity – 4L53 – Felixstowe North
SMIS4345829,2023-03-31 02:00:00.000,202213,Reading Traincare Depot,Personal accident form,Interaction with train,Lost Time Accident - Reading Traincare Depot
SMIS4414402,2023-03-31 04:05:00.000,202213,Heaton LMD,Public behaviour form,,"3Y14 828216 Sustained an offensive graffiti attack on Heaton depot."
SMIS4345903,2023-03-31 08:40:00.000,202213,Wrexham MDU,Personal accident form,"Slip, trip, fall",PA. Shrewsbury DU PW staff sprained an ankle at Wrexham General
SMIS4346227,2023-03-31 11:00:00.000,202213,Port Talbot MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA. Contractor injured at Baglan. SCO 52110
SMIS477615,2023-03-31 11:26:00.000,202213,Alexandra Dock Jcn Sidings,Infrastructure failure and irregular signal aspect form,,Signal Passed (E). 6Z07 0818 Margam - Newport Dock at NT1372 signal at Alexandra Dock Junction due to signaller error
SMIS456631,2023-03-31 14:22:00.000,202213,Scunthorpe Goods Yard,SPAD and operating incident form,,Groundstaff carrying out loads examination at Scunthorpe Mills siding advise that wagon 910183 is  incorrectly loaded. British steel advised and wagon taken back into works for load to be adjusted.
SMIS3722577,2023-03-31 22:35:00.000,202213,Eastfield TMD (Glasgow),"Train striking or struck by animal, object or road vehicle",,TSA - 1R33 (21:45 Edinburgh to Glasgow Queen Street) reported their train hit a swan on the line near to Eastfield Depot.
SMIS4414753,2023-04-01 00:00:00.000,202301,Canton Buildings MDU,Public behaviour form,,Canton - Contractor swerved their vehicle around the level crossing barrier
SMIS4414592,2023-04-01 00:00:00.000,202301,Banbury Depot,Public behaviour form,,"3876/23 – Graffiti on Unit 168001 at Banbury Depot"
SMIS4414400,2023-04-01 00:09:00.000,202301,Washwood Heath Yard & Cemex,Public behaviour form,,Trespassers – Washwood Heath
SMIS4414399,2023-04-01 00:15:00.000,202301,Wolverhampton,Public behaviour form,,"5G40 21:05 Wolverhampton to Oxley Depot SET: 390153; Passenger on board ECS."
SMIS4414755,2023-04-01 01:07:00.000,202301,Cambridge Adj Mill Rd MDU,Public behaviour form,,Passenger overcarried to Cambridge sidings
SMIS3722613,2023-04-01 12:22:00.000,202301,Hoo Junction,"Train striking or struck by animal, object or road vehicle",,Hoo Junction Yard Supervisor advises that a collision has occurred with the buffer stop on 'B' shunt neck at the London end of Hoo Junction Up Yard. JNA wagon no. VTG 3486 was stood on 'B' shunt neck when a shunt movement was made to move the wagon (single wagon shunt).
SMIS4414397,2023-04-01 14:30:00.000,202301,Shields ET Depot,Public behaviour form,,Passenger on ECS
SMIS4414414,2023-04-01 23:25:00.000,202301,Washwood Heath Yard & Cemex,Public behaviour form,,Trespass -  Trespassers running around the sidings who have gained access by cutting a hole in the fence
SMIS461953,2023-04-02 00:00:00.000,202301,Chester Middle Yard,Train failure form,,"197015 02/04/23 Log 79 Component Detached"
SMIS456591,2023-04-02 00:00:00.000,202301,Newton Heath LMD (Manchester),SPAD and operating incident form,,Unit 150225 was shunted with fuel pump still attached at Newton Heath
SMIS4414568,2023-04-02 00:00:00.000,202301,Birkenhead Central LMD,Public behaviour form,,Vandalism of train stabled at Birkenhead TMD
SMIS4346014,2023-04-02 01:29:00.000,202301,Guide Bridge MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA: Operative pulled back when loading a generator onto a van at Guide Bridge
SMIS456564,2023-04-02 06:08:00.000,202301,Doncaster Down Decoy,SPAD and operating incident form,,"OCC – PICOS did not have protection in place for No.1, No.2, No.3 or No.4 Reception Sidings where the work was taking place at Doncaster. IRIS 27437"
SMIS4346301,2023-04-02 10:00:00.000,202301,Ramsgate Train Maintenance Depot,Personal accident form,"Interaction with plant, machine, equip or tool","Engineer struck by defective, shattering glass at skip outside Ramsgate Depot,"
SMIS4414401,2023-04-02 12:28:00.000,202301,Shrub Hill LMD (Worcester),Public behaviour form,,Passengers on ECS (class 5) : Worcester Depot
SMIS3722935,2023-04-02 21:34:00.000,202301,Freightliner Leeds,"Train striking or struck by animal, object or road vehicle",,"66557 Struck Staging During Shunt Move at Midland Road"
SMIS456589,2023-04-02 21:38:00.000,202301,"Bescot Tcd, Dn & Up Yards",SPAD and operating incident form,,Cat A SPAD - 0Y38 (21:15 Bescot ES – Basford Hall) passed the Stop Board on the Down Sorting Siding at Bescot ES without authority by  approximately 159m.
SMIS461957,2023-04-03 00:00:00.000,202301,,Train failure form,,"158908 5T04 05:32 Holbeck - Leeds could not gain brake release when departing Holbeck"
SMIS462155,2023-04-03 00:00:00.000,202301,New Cross Gate Siding,Train failure form,,HVAC Cover Trim Hanging Down in Passenger Saloon  378215
SMIS482405,2023-04-03 01:20:00.000,202301,Gainsborough Lea Road Sidings,Control system form,,"6H50 00:15 Immingaham Biomass Terminal to Drax was brought to a stand at Gainsborough Central by a TPWs induced brake demand for the 30/40 PSR."
SMIS4414528,2023-04-03 01:52:00.000,202301,Barry Sidings & Depot,Public behaviour form,,Trespass - A group of trespassers were on the line near Barry Sidings.
SMIS4414567,2023-04-03 05:34:00.000,202301,Cricklewood Sidings,Public behaviour form,,Graffiti Reported on 5U05
SMIS456655,2023-04-03 07:00:00.000,202301,"Scunthorpe Trent, Redbourn & Staff Buildings",SPAD and operating incident form,,"6N31 07:06 Scunthorpe B.S.C. - Lackenby B.S.C. that During train examination, FIA wagon 31704938185-6 was found to have been loaded incorrectly with the long blooms on top of the short blooms, which were also not resting on the end bolster, giving no support to the load at that end of the wagon."
SMIS456656,2023-04-03 11:10:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"They report ""When load examining wagons in Mills sidings, BDA 950467 was found to have a broken pin pocket next to the load."""
SMIS456657,2023-04-03 11:30:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"When load examining the wagons for the night train BBAs 910088, 910110 and 910362 were all found to be loaded incorrectly."
SMIS4346085,2023-04-03 15:10:00.000,202301,Treherbert depot,Personal accident form,Awkward body movement,Minor Treherbert sidings - Employee hurt back trying to close connecting door
SMIS351077,2023-04-03 16:16:00.000,202301,,Train derailment,,Derailment – 4Z23 – Longport Pinnox
SMIS351078,2023-04-03 16:25:00.000,202301,Willesden Euroterminal,Train derailment,,Derailment – 08605 – Wilesden Euro Terminal
SMIS4414497,2023-04-03 16:53:00.000,202301,Oxley Depot,Public behaviour form,,Trespass -  2 people in grey clothing trespassing near Oxley Wash Road Oxley Carriage Maintenance Depot staff checked the yard no one seen
SMIS1714741,2023-04-04 00:00:00.000,202301,Allerton LMD,"Non-rail vehicle colliding with animal, object or another road vehicle",,Whilst reversing car at Allerton depot vehicle came into contact with another vehicle.
SMIS4414684,2023-04-04 01:00:00.000,202301,Kirkdale TCS (LMD) (Liverpool),Public behaviour form,,Graffiti on unit 508103.  04/04/2023
SMIS4369106,2023-04-04 06:23:00.000,202301,,Personal accident form,"Slip, trip, fall",MOS reports that whilst using the polesaw; IP was looking up at the wagons at the time and tripped over loose ballast and branches on the floor.
SMIS15194,2023-04-04 09:35:00.000,202301,Shoeburyness CSD,Machine plant equipment or tool failure,,Dewrirement in Shoeburyness Depot 04/04/2023
SMIS1714725,2023-04-04 09:49:00.000,202301,ACCESS ROAD TO FORMER GOODS YARD,"Non-rail vehicle colliding with animal, object or another road vehicle",,Bridge Strike - Bridge 1816A Stonea struck by a LGV.
SMIS064767,2023-04-04 10:00:00.000,202301,York Leeman Rd MDU,Environmental contamination,,"Environmental - Suspected gas leak at Holgate Depot, York - IRIS-27483 - CAT-UNKNOWN"
SMIS4348368,2023-04-04 10:10:00.000,202301,Carstairs Site MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA IPSNE: Siemens member of staff sustained a cut to the tip of his right index finger while moving materials in compound #1. Carstairs
SMIS456652,2023-04-04 11:33:00.000,202301,Hams Hall Railfreight Terminal,SPAD and operating incident form,,Brake Drag – 4L13 – Hams Hall
SMIS351079,2023-04-04 11:40:00.000,202301,Trafford Park,Train derailment,,"Advised by the Ground Staff at Trafford Park, that whilst drawing the wagons forward for 4L56 13:20 Trafford Park to London Gateway advises that the rear in the formation has derailed FKA 817049081158."
SMIS4414675,2023-04-04 13:14:00.000,202301,Montrose MDU,Public behaviour form,,Passenger on ECS
SMIS4346548,2023-04-04 14:30:00.000,202301,Allerton LMD,Personal accident form,Interaction with train,fitter sustained injury while on duty
SMIS4414636,2023-04-04 15:38:00.000,202301,Derby Slum Sidings,Public behaviour form,,Vandalism Derby Chaddesden Sidings the sidings boundary fence had been damaged & youths had been on the line
SMIS456661,2023-04-04 17:51:00.000,202301,Tees Yard,SPAD and operating incident form,,"Report received from North East Mobile Operative. They report ""As I was propelling 6V33 towards 26rd a driver informed me that he had seen some scrap overhanging an MBA wagon 500030."
SMIS4414678,2023-04-04 21:57:00.000,202301,Shields ET Depot,Public behaviour form,,Train graffittied
SMIS1714765,2023-04-05 00:00:00.000,202301,Heaton LMD,"Non-rail vehicle colliding with animal, object or another road vehicle",,Unipart delivery driver reversed into the stairs at North end of depot Heaton causing slight damage to stairs and vehicle.
SMIS351080,2023-04-05 01:42:00.000,202301,Aylesbury LMD,Train derailment,,CAT A SPAD/ Derailment -  A unit performing a shunt move within Aylesbury DMU depot passed ME792 signal by approximately 15 m and derailed as a result.
SMIS4346255,2023-04-05 02:35:00.000,202301,Margam Knuckle Wrd / Tmd,Personal accident form,"Slip, trip, fall",Port Talbot Operations Supervisor has advised that one of the terminal support workers working in the bays at Margam has missed their step and their right leg went between the platform and wagon and banged their left knee on the platform.
SMIS4346272,2023-04-05 03:35:00.000,202301,Crown Point LMD (Norwich),Personal accident form,"Interaction with plant, machine, equip or tool",Contractor suffered hearing loss
SMIS4346285,2023-04-05 10:00:00.000,202301,Ilford LMD (London),Personal accident form,"Slip, trip, fall",Contractor STF in depot pit
SMIS351081,2023-04-05 10:21:00.000,202301,Freightliner Crewe Basford Hall,Train derailment,,Derailment: Wagon MRA 501313 derailed by one bogie on No.8 siding within the Virtual Quarry at Basford Hall
SMIS483010,2023-04-05 10:55:00.000,202301,Letchworth (LMD),Control system form,,Speeding Letchworth Carriage Sidings
SMIS4347100,2023-04-05 11:00:00.000,202301,Fratton Tcd (LMD),Personal accident form,"Slip, trip, fall","Staff Accident. 05/04/2023 11:00:00 Fratton Depot STF Stairs/Steps. A driver lost their footing and fell on the stairs, resulting to a twisted ankle and sore knee."
SMIS4346236,2023-04-05 11:15:00.000,202301,Plymouth Tavistock JCN MDU,Personal accident form,"Slip, trip, fall","PA - a West DU MOS stepped on the wheelchair ramp, foot got stuck causing them to trip and fall onto her left knee, Tavistock Jnc."
SMIS4346212,2023-04-05 11:21:00.000,202301,Willesden,Personal accident form,"Interaction with plant, machine, equip or tool",PA  - Euston DU - Off Track Team Leader sustained a cut to their knee when the strimmer they were using bounced back at  Willesden. IRIS 27525
SMIS456680,2023-04-05 12:02:00.000,202301,Peterborough Tcd,SPAD and operating incident form,,Cambridgeshire Hub Driver on PS2942 duty reports smoke seen coming from the rear 6L42 08:47 Mountsorrel - Barham which he has relieved at Peterborough
SMIS4346559,2023-04-05 14:00:00.000,202301,Allerton LMD,Personal accident form,"Interaction with plant, machine, equip or tool",Apprentice fitter sustained injury while on duty
SMIS456671,2023-04-05 14:05:00.000,202301,Wembley Yard (South),SPAD and operating incident form,,CAT A SPAD - 4O35 (09:55 Basford Hall – Southampton) passed WY183 signal on the South Arrival line at Wembley Yard at red by approximately two metres. Multi- SPAD signal.
SMIS461975,2023-04-05 14:30:00.000,202301,Scunthorpe Goods Yard,Train failure form,,"Whilst walking around 4C75 13:39 Scunthorpe - Immingham Bulk Terminal, HTA wagon 311043 was found to have the catches for the hopper doors not secure and the door not properly closed."
SMIS4414702,2023-04-05 16:41:00.000,202301,Woolley Coal Siding,Public behaviour form,,Trespass - Youths trespassing in the Woolley Sidings area
SMIS461977,2023-04-05 18:37:00.000,202301,Freightliner Felixstowe,Train failure form,,"Following earlier reports from Network Rail staff at Bury St Edmunds (Signaller @ 15:45) & Stowmarket (Crossing Keeper @ 16:38) of a banging noise coming from the middle are of 4L38, 10:57 East Midlands Gateway - Felixstowe Central, the groundstaff on arrival at Felixstowe found wagon FIA 7049 387390 to have wheelflats and scaling affecting a single axle - confirmed not HBLO as it is not the handbrake bogie affected."
SMIS4346566,2023-04-06 04:35:00.000,202301,Heaton LMD,Personal accident form,"Slip, trip, fall",MDD sustained injury while on duty
SMIS4346434,2023-04-06 08:30:00.000,202301,Penzance (Long Rock) LMD,Personal accident form,Awkward body movement,Accident to Shunter at Long Rock
SMIS4346413,2023-04-06 09:10:00.000,202301,Crewe Gresty Road MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA: Operative was lifting a fuel can at Crewe and injured back and lower leg
SMIS4346631,2023-04-06 14:00:00.000,202301,Singlewell IMD,Personal accident form,"Interaction with plant, machine, equip or tool",PA - HS1 - BB rail staff injured their ribs whilst refitting a handrail to the APM at Singlewell depot. IRIS27634. AWAITING CONFIRMATION OF POSSIBLE FRACTURE.
SMIS351086,2023-04-06 16:27:00.000,202301,Toton TMD,Train derailment,,Peak District SDM advises that MMA wagon no. 7055001579 has become derailed on handpoints no.4 on Breedon Southern infrastructure at Dowlow
SMIS456861,2023-04-06 19:56:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"Wagon 950441 presented with a slab loaded over 4 bolsters not 300m over hang over 4 bolsters, slab suited for 3 weight wise but this slab is 27 ton over 3 bolsters wagon can only carry 25.8 ton. Wagon shunted out of traffic yard supervisor 9 control slab yard aware."
SMIS458220,2023-04-06 21:20:00.000,202301,Hornsey LMD,SPAD and operating incident form,,Wrong route taken
SMIS462003,2023-04-06 22:13:00.000,202301,Peterborough Tcd,Train failure form,,"dvised by Construction Control that the driver of 6M46, Barham - Mountsorrel, has reported that he is unable to attach HOA 7069 570031 at Peterboroguh West Yard (detached from 6L42 05/04 due to binding brakes) as requested locally because during examination prior to attaching the wagon it has been found to have a hopper door lock disengaged and the wagon is in loaded state"
SMIS4414769,2023-04-07 00:00:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Public behaviour form,,"150268 Graffittied at Neville Hill"
SMIS4346436,2023-04-07 02:02:00.000,202301,Exeter Olds View Depot MDU,Personal accident form,"Interaction with plant, machine, equip or tool",Minor Accident to Technician at Exeter Depot
SMIS064561,2023-04-07 08:00:00.000,202301,Cambridge Adj Mill Rd MDU,Environmental contamination,,Fuel Leak in depot
SMIS4414962,2023-04-07 10:50:00.000,202301,Ipswich MDU,Public behaviour form,,Trespass - person was  roaming freely in the carriage sidings by table road at Ipswich Carriage Servicing Depot
SMIS4414926,2023-04-07 13:39:00.000,202301,Bristol East Depot,Public behaviour form,,Trespass - 1A22 reported youths on up side at Bristol East depot
SMIS4414794,2023-04-07 20:01:00.000,202301,Polmadie Depot,Public behaviour form,,"3 MALES TRESPASSING (CONF 0)"
SMIS4415340,2023-04-08 00:00:00.000,202301,Skipton MDU,Public behaviour form,,Grafitti on unit 331106 at Skipton TSP
SMIS4346589,2023-04-08 03:00:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,"Interaction with plant, machine, equip or tool",Fitter sustained injury to finger
SMIS4348342,2023-04-08 12:00:00.000,202301,Soho LMD (Birmingham),Personal accident form,Interaction with train,"Whilst carrying out an auxiliary compressor inspection, a technician at Soho depot bumped the top of their head on the underside of the train."
SMIS4348656,2023-04-08 15:44:00.000,202301,Freightliner Crewe Basford Hall,Personal accident form,"Interaction with plant, machine, equip or tool",IP Cut to Hand whilst Removing Loco Windscreen
SMIS4415250,2023-04-08 22:55:00.000,202301,Margam Knuckle Wrd / Tmd,Public behaviour form,,"Advised by Port Talbot SAM that he has received a call from local farmer advising that approximately 50 vehicles have forced access onto the old Margam Wagon Repair Depot site with electrical equipment for what would appear to be some kind of rave gathering. Report of the incident has been forwarded, by SMS alert, to the BTP. FLOC has been appraised of the incident but has been informed not to attend for their own personal safety"
SMIS4357882,2023-04-09 00:00:00.000,202301,Barking Intermodal,Personal accident form,Assault or abuse,"Verbal abuse report received from Maybank security contractor at Barking, Box Lane. At approximately 07:29hrs this morning a vehicle with VRM (BN61 BOV) approached the Gate house, the driver was told to state his name and business on site the drivers response was ""I'm here for Titans"", he failed to provide a name and further details. He was refused access with his confirmed with XXXX  at Titans."
SMIS4414812,2023-04-09 12:42:00.000,202301,Merehead Sidings,Public behaviour form,,Trespass - 4 people walking on the line from Cranmore Heritage railway towards Whites crossing on the ESB
SMIS4415245,2023-04-09 19:56:00.000,202301,Yoker Depot,Public behaviour form,,Youths steal a fire extinguisher and rip out seat
SMIS1820200,2023-04-10 18:45:00.000,202301,Quaker's Yard,"Object, road vehicle or animal on or near the line",,Plastic sheet on the line at Quakers Yard station
SMIS462156,2023-04-11 00:00:00.000,202301,Willesden IC LMD (London),Train failure form,,Emergency brakes fail to apply when passenger doors opened
SMIS4346659,2023-04-11 04:20:00.000,202301,Heaton LMD,Personal accident form,"Slip, trip, fall",fitter sustained injury while on duty
SMIS4346660,2023-04-11 07:57:00.000,202301,Shrub Hill LMD (Worcester),Personal accident form,"Slip, trip, fall",Minor Accident to Train Manager at Worcester (Hereford Siding)
SMIS4346485,2023-04-11 10:10:00.000,202301,Willesden Carriage Shed Sth,Personal accident form,,Near Miss/OCC -  6V04 (07: 47 Grain - Colnbrook) (66796 cab no1) reported a near miss at Willesden South West Sidings with staff working on points. IRIS 27643
SMIS4349079,2023-04-11 10:28:00.000,202301,Willesden Carriage Shed Sth,Personal accident form,,Near Miss/OCC -   5M69 unit passed a group of four track workers in the vicinity of WM2344 points at Willesden south West Sidings and a near miss occurred. IRIS 27838
SMIS4415671,2023-04-11 11:00:00.000,202301,Crewe Gresty,Public behaviour form,,Vandalism:  iPad stand taken from Office at Crew Hoob  IRIS 27594
SMIS064570,2023-04-11 12:00:00.000,202301,Crewe Gresty,Environmental contamination,,Environmental (Cat 4): Oil blowing from an overflowing bund onto an adjacent parked car at Crewe HOOB  IRIS 27604
SMIS4415323,2023-04-11 17:20:00.000,202301,Cambridge Adj Mill Rd MDU,Public behaviour form,,Passenger overcarried to Cambridge sidings
SMIS1820197,2023-04-11 17:20:00.000,202301,Coton Hill Yard,"Object, road vehicle or animal on or near the line",,Obstruction. Gazebo on  the line at Coton Hill
SMIS4511457,2023-04-11 19:38:00.000,202301,Toton TMD,SPAD and operating incident form,,"Advised by the Operations Supervisor at Toton that 4D79 has arrived at Toton North Yard with containers on the wagons. The Ops Supervisor advises that the EMCC rung to ask for permission to send the train into the yard, the operations supervisor checked the activity report for the yard and it shows the train carrying empty wagons"
SMIS3722696,2023-04-11 21:13:00.000,202301,Peterborough Tcd,"Train striking or struck by animal, object or road vehicle",,Buffer Stop Collision – 640656 - Peterborough
SMIS4415159,2023-04-11 21:47:00.000,202301,Whitemoor Yard,Public behaviour form,,Trespassers – Whitemoor
SMIS351084,2023-04-11 23:20:00.000,202301,Workington Yard,Train derailment,,"Wagon runaway/Collision/Derailment: Two wagons ran away from Workington Docks, crashed through two sets of gates, traversed a public crossing and became derailed on trap points close to the Down Main line at Derwent Jcn"
SMIS4347410,2023-04-12 03:25:00.000,202301,Cricklewood Sidings,Personal accident form,"Interaction with plant, machine, equip or tool",Staff accident Cricklewood
SMIS4348271,2023-04-12 04:00:00.000,202301,Hull LMD,Personal accident form,"Interaction with plant, machine, equip or tool",TPO sustained injury while on duty
SMIS477848,2023-04-12 07:56:00.000,202301,Aldersbrook Sidings,Infrastructure failure and irregular signal aspect form,,WSF - RSL track circuit at Aldersbrook Up Carriage Holding Sidings failed to occupy for 5C19 (0644 Aldersbrook Sidings – London Liverpool Street) due to rust.
SMIS4346670,2023-04-12 11:00:00.000,202301,Hull LMD,Personal accident form,"Interaction with plant, machine, equip or tool",Fitter injured while on duty
SMIS4346801,2023-04-12 11:40:00.000,202301,Ilford LMD (London),Personal accident form,"Interaction with plant, machine, equip or tool",Stores assistant struck finger
SMIS4347297,2023-04-12 13:05:00.000,202301,Ramsgate Train Maintenance Depot,Personal accident form,Awkward body movement,"Ramsgate depot staff stood up, in the mess room and his left knee gave way, dislocating."
SMIS4346682,2023-04-12 14:00:00.000,202301,Axiom Stoke Depot,Personal accident form,"Interaction with plant, machine, equip or tool",Personal Injury reported by Stoke Production Manager. They report whilst working on a bogie on a vehicle 8739980427 a fitter was trying to remove a seized side bearer tap.
SMIS351085,2023-04-12 19:12:00.000,202301,,Train derailment,,Derailment – Thorney Mill
SMIS4346662,2023-04-12 23:30:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,"Slip, trip, fall",DP sustained injury on depot
SMIS456908,2023-04-12 23:45:00.000,202301,Tyseley LMD,SPAD and operating incident form,,OCC - Signaller authorised a shunt move towards a section for which a route had been set for another movement at Tyseley.
SMIS4416248,2023-04-13 00:00:00.000,202301,Barry Sidings & Depot,Public behaviour form,,Vandalism at Barry Depot
